human_id	human	mouse_id	mouse	phenotype_plusAO	percentile_plusAO	n_mice	n_guides	excluded_family
ENSG00000162676	GFI1	ENSMUSG00000029275	Gfi1	-0.221632205242	0.512938119731	55	4	False
ENSG00000165702	GFI1B	ENSMUSG00000026815	Gfi1b	-0.922641571032	0.297762341588	48	4	False
ENSG00000164347	GFM2	ENSMUSG00000021666	Gfm2	2.51809888601	0.991171324036	42	4	False
ENSG00000198380	GFPT1	ENSMUSG00000029992	Gfpt1	-5.27656132134	0.0319476112201	24	4	False
ENSG00000151892	GFRA1	ENSMUSG00000025089	Gfra1	-0.148266926893	0.543268465984	38	4	False
ENSG00000121853	GHSR	ENSMUSG00000051136	Ghsr	-0.231270746113	0.509385439313	41	4	False
ENSG00000146830	GIGYF1	ENSMUSG00000029714	Gigyf1	-0.330900073805	0.472214857628	46	4	False
ENSG00000204120	GIGYF2	ENSMUSG00000048000	Gigyf2	2.35192600092	0.988414019831	40	4	False
ENSG00000010310	GIPR	ENSMUSG00000030406	Gipr	-1.59990117891	0.184023543136	43	4	False
ENSG00000138604	GLCE	ENSMUSG00000032252	Glce	-0.747057253289	0.339917280874	31	4	False
ENSG00000111087	GLI1	ENSMUSG00000025407	Gli1	-1.50098622523	0.195476960602	45	4	True
ENSG00000074047	GLI2	ENSMUSG00000048402	Gli2	-0.130930434089	0.549790550931	39	4	True
ENSG00000106571	GLI3	ENSMUSG00000021318	Gli3	0.220994098922	0.690572140623	29	4	True
ENSG00000126603	GLIS2	ENSMUSG00000014303	Glis2	0.622134170723	0.818945861392	43	4	False
ENSG00000107249	GLIS3	ENSMUSG00000052942	Glis3	-0.284615756475	0.489235908585	48	4	False
ENSG00000174842	GLMN	ENSMUSG00000029276	Glmn	-4.51364038904	0.0445145553847	20	4	True
ENSG00000112164	GLP1R	ENSMUSG00000024027	Glp1r	-0.739472855469	0.3415080333	30	4	False
ENSG00000145888	GLRA1	ENSMUSG00000000263	Glra1	0.274945013691	0.710880746593	37	4	False
ENSG00000101958	GLRA2	ENSMUSG00000018589	Glra2	-1.79304486059	0.163449811761	32	4	False
ENSG00000145451	GLRA3	ENSMUSG00000038257	Glra3	0.249613972393	0.701707407604	32	4	False
ENSG00000109738	GLRB	ENSMUSG00000028020	Glrb	-1.98822234727	0.145368259187	17	4	False
ENSG00000087258	GNAO1	ENSMUSG00000031748	Gnao1	-0.24130587896	0.505938809057	37	4	False
ENSG00000087460	GNAS	ENSMUSG00000027523	Gnas	2.93235106815	0.994511904131	52	4	False
ENSG00000078369	GNB1	ENSMUSG00000029064	Gnb1	-0.839919094837	0.317010445941	41	4	False
ENSG00000069966	GNB5	ENSMUSG00000032192	Gnb5	-0.188404068605	0.526247415027	42	4	False
ENSG00000111670	GNPTAB	ENSMUSG00000035311	Gnptab	-0.117723412859	0.555199109179	41	4	False
ENSG00000090581	GNPTG	ENSMUSG00000035521	Gnptg	0.0879705405186	0.640251338883	29	4	False
ENSG00000109163	GNRHR	ENSMUSG00000029255	Gnrhr	-0.186455852897	0.527466991887	32	4	False
ENSG00000135677	GNS	ENSMUSG00000034707	Gns	-1.91513925937	0.152102444456	40	4	False
ENSG00000120053	GOT1	ENSMUSG00000025190	Got1	-0.0474978209813	0.583991728087	32	4	False
ENSG00000125166	GOT2	ENSMUSG00000031672	Got2	0.109630563789	0.649159552468	33	4	False
ENSG00000185245	GP1BA	ENSMUSG00000050675	Gp1ba	-0.506137797279	0.412508616576	28	4	False
ENSG00000088053	GP6	ENSMUSG00000078810	Gp6	-0.617039489194	0.376504586669	20	4	False
ENSG00000183098	GPC6	ENSMUSG00000058571	Gpc6	-0.729226715353	0.343841136858	46	4	False
ENSG00000164850	GPER1	ENSMUSG00000053647	Gper1	0.508561414906	0.788032239249	42	4	False
ENSG00000171723	GPHN	ENSMUSG00000047454	Gphn	0.182934827987	0.676361418951	35	4	False
ENSG00000105220	GPI	ENSMUSG00000036427	Gpi1	-1.44846490589	0.202847446842	34	4	False
ENSG00000132975	GPR12	ENSMUSG00000041468	Gpr12	-5.07307743606	0.0344397900207	39	4	False
ENSG00000175697	GPR156	ENSMUSG00000046961	Gpr156	0.0414065750007	0.621904660905	40	4	False
ENSG00000151025	GPR158	ENSMUSG00000045967	Gpr158	-0.241959238817	0.505673683652	45	4	False
ENSG00000143147	GPR161	ENSMUSG00000040836	Gpr161	-1.88798118324	0.154435548014	40	4	False
ENSG00000250510	GPR162	ENSMUSG00000038390	Gpr162	-5.54216947523	0.0282358555597	44	4	False
ENSG00000277399	GPR179	ENSMUSG00000070337	Gpr179	1.18091192596	0.924624847553	43	4	False
ENSG00000135973	GPR45	ENSMUSG00000041907	Gpr45	0.904702563496	0.882894108914	38	4	False
ENSG00000158301	GPRASP2	ENSMUSG00000072966	Gprasp2	-6.1831739667	0.0224030966647	32	4	False
ENSG00000167191	GPRC5B	ENSMUSG00000008734	Gprc5b	0.412105670436	0.75552786468	44	4	False
ENSG00000141449	GREB1L	ENSMUSG00000042942	Greb1l	1.07127288799	0.910891351609	38	4	False
ENSG00000083307	GRHL2	ENSMUSG00000022286	Grhl2	-0.449586154364	0.432499072061	33	4	False
ENSG00000155511	GRIA1	ENSMUSG00000020524	Gria1	-0.629208422455	0.37284585609	37	4	False
ENSG00000120251	GRIA2	ENSMUSG00000033981	Gria2	-1.19822130137	0.24017710377	29	4	False
ENSG00000125675	GRIA3	ENSMUSG00000001986	Gria3	-1.10768647171	0.257463280132	23	4	False
ENSG00000152578	GRIA4	ENSMUSG00000025892	Gria4	0.495539130963	0.783366032133	18	4	False
ENSG00000182771	GRID1	ENSMUSG00000041078	Grid1	-0.470054706871	0.426348162681	51	4	False
ENSG00000152208	GRID2	ENSMUSG00000071424	Grid2	0.645080575657	0.825202820934	11	4	False
ENSG00000171189	GRIK1	ENSMUSG00000022935	Grik1	-0.643942492275	0.368179648974	21	4	False
ENSG00000164418	GRIK2	ENSMUSG00000056073	Grik2	-0.0459097582423	0.584628029058	25	4	False
ENSG00000163873	GRIK3	ENSMUSG00000001985	Grik3	-0.686502404195	0.356089930537	39	4	False
ENSG00000149403	GRIK4	ENSMUSG00000032017	Grik4	-0.0647563512597	0.576992417413	47	4	False
ENSG00000105737	GRIK5	ENSMUSG00000003378	Grik5	-0.791667071167	0.328145712922	44	4	False
ENSG00000176884	GRIN1	ENSMUSG00000026959	Grin1	-0.690053088761	0.35502942892	46	4	False
ENSG00000183454	GRIN2A	ENSMUSG00000059003	Grin2a	0.15361413921	0.665173126889	39	4	False
ENSG00000273079	GRIN2B	ENSMUSG00000030209	Grin2b	0.214472364216	0.687867861498	36	4	False
ENSG00000105464	GRIN2D	ENSMUSG00000002771	Grin2d	-0.110054273164	0.558062463545	51	4	False
ENSG00000198785	GRIN3A	ENSMUSG00000039579	Grin3a	-0.628352529517	0.373429131979	38	4	False
ENSG00000155974	GRIP1	ENSMUSG00000034813	Grip1	0.771517148111	0.854366615409	51	4	False
ENSG00000152822	GRM1	ENSMUSG00000019828	Grm1	-0.454983364388	0.431279495201	20	4	False
ENSG00000198822	GRM3	ENSMUSG00000003974	Grm3	-0.155515746887	0.540246036375	21	4	False
ENSG00000168959	GRM5	ENSMUSG00000049583	Grm5	-0.629038938705	0.373004931333	29	4	False
ENSG00000113262	GRM6	ENSMUSG00000000617	Grm6	0.52062018373	0.791584919667	44	4	False
ENSG00000196277	GRM7	ENSMUSG00000056755	Grm7	-0.358680155293	0.463571769447	28	4	False
ENSG00000179603	GRM8	ENSMUSG00000024211	Grm8	-2.28902210705	0.121559997879	32	4	False
ENSG00000030582	GRN	ENSMUSG00000034708	Grn	-3.20111416205	0.0759054032557	44	4	False
ENSG00000082701	GSK3B	ENSMUSG00000022812	Gsk3b	0.00111011856352	0.604883609948	18	4	True
ENSG00000134202	GSTM3	ENSMUSG00000004032	Gstm5	0.458566250866	0.771276313696	26	4	False
ENSG00000272047	GTF2H5	ENSMUSG00000034345	Gtf2h5	-1.66248898559	0.176228856249	24	4	False
ENSG00000263001	GTF2I	ENSMUSG00000060261	Gtf2i	-3.87194101419	0.0576647754388	26	4	False
ENSG00000006704	GTF2IRD1	ENSMUSG00000023079	Gtf2ird1	1.0219039664	0.903414815208	46	4	False
ENSG00000070019	GUCY2C	ENSMUSG00000042638	Gucy2c	-0.879318982236	0.307784081871	39	4	False
ENSG00000132518	GUCY2D	ENSMUSG00000020890	Gucy2e	0.539021034484	0.79667532743	58	4	False
ENSG00000143774	GUK1	ENSMUSG00000020444	Guk1	-6.73090307627	0.0180020149531	40	4	False
ENSG00000173805	HAP1	ENSMUSG00000006930	Hap1	1.61125913243	0.962590805451	45	4	False
ENSG00000112339	HBS1L	ENSMUSG00000019977	Hbs1l	-1.9215898109	0.151678243809	31	4	False
ENSG00000164588	HCN1	ENSMUSG00000021730	Hcn1	0.202312752561	0.683625855029	37	4	False
ENSG00000099822	HCN2	ENSMUSG00000020331	Hcn2	0.101681775906	0.645925022536	51	4	False
ENSG00000137252	HCRTR2	ENSMUSG00000032360	Hcrtr2	-1.12747369954	0.253115223501	36	4	False
ENSG00000068024	HDAC4	ENSMUSG00000026313	Hdac4	-0.261417668172	0.497613871361	47	4	False
ENSG00000108840	HDAC5	ENSMUSG00000008855	Hdac5	0.405661898255	0.75367198685	46	4	False
ENSG00000147099	HDAC8	ENSMUSG00000067567	Hdac8	-1.65426902371	0.177554483271	20	4	False
ENSG00000143321	HDGF	ENSMUSG00000004897	Hdgf	0.65656309973	0.828225250544	28	4	False
ENSG00000165259	HDX	ENSMUSG00000034551	Hdx	0.097044700502	0.643963094544	29	4	False
ENSG00000173064	HECTD4	ENSMUSG00000042744	Hectd4	0.84578492743	0.870486239992	41	4	False
ENSG00000138411	HECW2	ENSMUSG00000042807	Hecw2	-0.580115759385	0.388170104459	45	4	True
ENSG00000103657	HERC1	ENSMUSG00000038664	Herc1	-0.0190262457925	0.596028421443	12	4	True
ENSG00000179111	HES7	ENSMUSG00000023781	Hes7	-0.470910599809	0.426030012196	40	4	False
ENSG00000163666	HESX1	ENSMUSG00000040726	Hesx1	0.737100082967	0.847526379978	39	4	False
ENSG00000177374	HIC1	ENSMUSG00000043099	Hic1	0.142885817825	0.661938596956	46	4	False
ENSG00000100644	HIF1A	ENSMUSG00000021109	Hif1a	0.139310558116	0.660878095339	32	4	False
ENSG00000095951	HIVEP1	ENSMUSG00000021366	Hivep1	-1.56569088394	0.188053449282	27	4	False
ENSG00000010818	HIVEP2	ENSMUSG00000015501	Hivep2	-2.88917254054	0.0885253725012	30	4	False
ENSG00000127124	HIVEP3	ENSMUSG00000028634	Hivep3	1.04038390958	0.906384219736	36	4	False
ENSG00000156515	HK1	ENSMUSG00000037012	Hk1	0.0507739418718	0.626040617212	32	4	False
ENSG00000159267	HLCS	ENSMUSG00000040820	Hlcs	-0.564573252077	0.393525637627	41	4	False
ENSG00000113161	HMGCR	ENSMUSG00000021670	Hmgcr	-12.3145452252	0.00315499231136	24	4	False
ENSG00000135100	HNF1A	ENSMUSG00000029556	Hnf1a	1.12172226848	0.916777135585	42	4	False
ENSG00000275410	HNF1B	ENSMUSG00000020679	Hnf1b	0.19557746833	0.681133676229	40	4	False
ENSG00000101076	HNF4A	ENSMUSG00000017950	Hnf4a	-0.237657741238	0.506999310674	43	4	False
ENSG00000164749	HNF4G	ENSMUSG00000017688	Hnf4g	0.428022736832	0.76104247309	28	4	False
ENSG00000135486	HNRNPA1	ENSMUSG00000046434	Hnrnpa1	0.476164596064	0.776525796702	35	4	False
ENSG00000122566	HNRNPA2B1	ENSMUSG00000004980	Hnrnpa2b1	1.06645361755	0.910202025558	30	4	False
ENSG00000152795	HNRNPDL	ENSMUSG00000029328	Hnrnpdl	-2.25539483618	0.124211251922	45	4	False
ENSG00000126945	HNRNPH2	ENSMUSG00000045427	Hnrnph2	0.12444513839	0.654833236121	30	4	False
ENSG00000153187	HNRNPU	ENSMUSG00000039630	Hnrnpu	-6.33502123781	0.0205472188345	34	4	False
ENSG00000103942	HOMER2	ENSMUSG00000025813	Homer2	0.911670040465	0.883795535288	38	4	False
ENSG00000105991	HOXA1	ENSMUSG00000029844	Hoxa1	0.418760449886	0.758285168885	37	4	False
ENSG00000106031	HOXA13	ENSMUSG00000038203	Hoxa13	0.236695073537	0.697041200488	45	4	False
ENSG00000105997	HOXA3	ENSMUSG00000079560	Hoxa3	-0.182570437925	0.529163794475	45	4	False
ENSG00000120068	HOXB8	ENSMUSG00000056648	Hoxb8	-2.07139988733	0.138899199321	47	4	False
ENSG00000123364	HOXC13	ENSMUSG00000001655	Hoxc13	-0.54684525181	0.397926719338	54	4	False
ENSG00000128710	HOXD10	ENSMUSG00000050368	Hoxd10	-0.321349664484	0.475661487884	25	4	False
ENSG00000128714	HOXD13	ENSMUSG00000001819	Hoxd13	0.0727364936358	0.634418579988	44	4	False
ENSG00000174775	HRAS	ENSMUSG00000025499	Hras	-0.0450801352853	0.585105254786	28	4	False
ENSG00000171004	HS6ST2	ENSMUSG00000062184	Hs6st2	0.0258683047863	0.615329550878	33	4	False
ENSG00000133835	HSD17B4	ENSMUSG00000024507	Hsd17b4	-1.8372945255	0.158942679888	27	4	False
ENSG00000185122	HSF1	ENSMUSG00000022556	Hsf1	1.05201275462	0.908134047404	44	4	False
ENSG00000102878	HSF4	ENSMUSG00000033249	Hsf4	-3.92489451709	0.0559679728512	49	4	False
ENSG00000096384	HSP90AB1	ENSMUSG00000023944	Hsp90ab1	-0.899643473554	0.302905774431	38	4	False
ENSG00000044574	HSPA5	ENSMUSG00000026864	Hspa5	-2.84618129247	0.0905933506549	8	4	False
ENSG00000109971	HSPA8	ENSMUSG00000015656	Hspa8	-0.616453075418	0.376822737155	31	4	False
ENSG00000113013	HSPA9	ENSMUSG00000024359	Hspa9	-5.8082148972	0.0254255262739	19	4	False
ENSG00000144381	HSPD1	ENSMUSG00000025980	Hspd1	-10.3045679437	0.00617742192057	25	4	False
ENSG00000178394	HTR1A	ENSMUSG00000021721	Htr1a	-0.722890565354	0.34580306485	37	4	False
ENSG00000135312	HTR1B	ENSMUSG00000049511	Htr1b	-0.627522059141	0.373588207222	35	4	False
ENSG00000179097	HTR1F	ENSMUSG00000050783	Htr1f	-0.148684704337	0.542844265338	35	4	False
ENSG00000102468	HTR2A	ENSMUSG00000034997	Htr2a	0.128753415319	0.656583063789	39	4	False
ENSG00000135914	HTR2B	ENSMUSG00000026228	Htr2b	1.25596780472	0.93305583541	30	4	False
ENSG00000147246	HTR2C	ENSMUSG00000041380	Htr2c	-0.201863620624	0.520043480566	19	4	False
ENSG00000166736	HTR3A	ENSMUSG00000032269	Htr3a	0.34027845712	0.732249854181	37	4	False
ENSG00000149305	HTR3B	ENSMUSG00000008590	Htr3b	1.04239285696	0.906808420383	25	4	False
ENSG00000164270	HTR4	ENSMUSG00000026322	Htr4	0.542220887687	0.797576753805	36	4	False
ENSG00000158748	HTR6	ENSMUSG00000028747	Htr6	-1.30727053589	0.222148576277	54	4	False
ENSG00000148680	HTR7	ENSMUSG00000024798	Htr7	0.276266986942	0.711357972321	42	4	False
ENSG00000197386	HTT	ENSMUSG00000029104	Htt	1.79838529356	0.972665570815	17	4	False
ENSG00000086758	HUWE1	ENSMUSG00000025261	Huwe1	-0.386394985537	0.454345405377	18	4	True
ENSG00000003147	ICA1	ENSMUSG00000062995	Ica1	-0.496831444558	0.416061296993	31	4	False
ENSG00000163600	ICOS	ENSMUSG00000026009	Icos	0.0134061646374	0.609761917387	28	4	False
ENSG00000119912	IDE	ENSMUSG00000056999	Ide	-0.570238246426	0.391987910282	20	4	False
ENSG00000166411	IDH3A	ENSMUSG00000032279	Idh3a	-0.32187421669	0.475502412641	18	4	False
ENSG00000115267	IFIH1	ENSMUSG00000026896	Ifih1	0.595570982561	0.812158651042	33	4	False
ENSG00000142166	IFNAR1	ENSMUSG00000022967	Ifnar1	-3.7672229369	0.0599978789968	25	4	False
ENSG00000159110	IFNAR2	ENSMUSG00000022971	Ifnar2	0.519045679691	0.791213744101	27	4	False
ENSG00000027697	IFNGR1	ENSMUSG00000020009	Ifngr1	-1.27091288181	0.228458560899	14	4	False
ENSG00000159128	IFNGR2	ENSMUSG00000022965	Ifngr2	-0.912153069153	0.300307545469	42	4	False
ENSG00000119650	IFT43	ENSMUSG00000007867	Ift43	0.4411094246	0.764807253831	55	4	False
ENSG00000122970	IFT81	ENSMUSG00000029469	Ift81	1.36832705689	0.943660851583	31	4	False
ENSG00000032742	IFT88	ENSMUSG00000040040	Ift88	0.931950466009	0.887560316029	25	4	False
ENSG00000140443	IGF1R	ENSMUSG00000005533	Igf1r	0.480096619068	0.778169574209	17	4	False
ENSG00000197081	IGF2R	ENSMUSG00000023830	Igf2r	0.578221778477	0.807598494088	41	4	False
ENSG00000147255	IGSF1	ENSMUSG00000031111	Igsf1	1.23314512292	0.930669706771	26	4	False
ENSG00000162729	IGSF8	ENSMUSG00000038034	Igsf8	0.385148432555	0.747415027308	34	4	False
ENSG00000161405	IKZF3	ENSMUSG00000018168	Ikzf3	0.133326934317	0.658279866377	16	4	False
ENSG00000110324	IL10RA	ENSMUSG00000032089	Il10ra	0.243383749737	0.699374304046	40	4	False
ENSG00000243646	IL10RB	ENSMUSG00000022969	Il10rb	-1.84876857539	0.15788217827	35	4	False
ENSG00000113302	IL12B	ENSMUSG00000004296	Il12b	-0.287672395909	0.487963306644	44	4	False
ENSG00000096996	IL12RB1	ENSMUSG00000000791	Il12rb1	1.69610862969	0.967893313537	37	4	False
ENSG00000177663	IL17RA	ENSMUSG00000002897	Il17ra	0.234684148841	0.696457924598	31	4	False
ENSG00000144730	IL17RD	ENSMUSG00000040717	Il17rd	-2.17085549418	0.13020308606	26	4	False
ENSG00000115594	IL1R1	ENSMUSG00000026072	Il1r1	0.151376953708	0.664324725595	26	4	False
ENSG00000196083	IL1RAP	ENSMUSG00000022514	Il1rap	0.438810377529	0.764223977942	36	4	False
ENSG00000169306	IL1RAPL1	ENSMUSG00000052372	Il1rapl1	-0.528096959368	0.405138130336	22	4	False
ENSG00000189108	IL1RAPL2	ENSMUSG00000059203	Il1rapl2	-1.65163439881	0.177766583594	15	4	False
ENSG00000103522	IL21R	ENSMUSG00000030745	Il21r	0.159376586716	0.667135054881	20	4	False
ENSG00000162594	IL23R	ENSMUSG00000049093	Il23r	0.491909636453	0.781669229546	16	4	False
ENSG00000134460	IL2RA	ENSMUSG00000026770	Il2ra	-0.457900179728	0.430325043746	33	4	False
ENSG00000100385	IL2RB	ENSMUSG00000068227	Il2rb	-1.29361014563	0.224852855401	28	4	False
ENSG00000147168	IL2RG	ENSMUSG00000031304	Il2rg	0.00971735081521	0.608224190042	30	4	False
ENSG00000164509	IL31RA	ENSMUSG00000050377	Il31ra	0.277586417937	0.711676122806	39	4	False
ENSG00000077238	IL4R	ENSMUSG00000030748	Il4ra	0.946956557248	0.890847871043	40	4	False
ENSG00000160712	IL6R	ENSMUSG00000027947	Il6ra	-0.489969047514	0.418235325309	36	4	False
ENSG00000134352	IL6ST	ENSMUSG00000021756	Il6st	-0.196366415187	0.52274775969	12	4	False
ENSG00000132376	INPP5K	ENSMUSG00000006127	Inpp5k	-0.617066606594	0.376451561589	35	4	False
ENSG00000171105	INSR	ENSMUSG00000005534	Insr	1.15975187976	0.92197359351	43	4	False
ENSG00000173226	IQCB1	ENSMUSG00000022837	Iqcb1	-1.26803335289	0.22909486187	19	4	False
ENSG00000144711	IQSEC1	ENSMUSG00000034312	Iqsec1	-0.278613489463	0.491144811496	33	4	False
ENSG00000124313	IQSEC2	ENSMUSG00000041115	Iqsec2	-0.368861891584	0.460337239514	41	4	False
ENSG00000136381	IREB2	ENSMUSG00000032293	Ireb2	-0.0498341544772	0.583143326794	42	4	False
ENSG00000125347	IRF1	ENSMUSG00000018899	Irf1	1.29470416324	0.936608515828	42	4	False
ENSG00000168310	IRF2	ENSMUSG00000031627	Irf2	-0.390507508735	0.452860703113	42	4	False
ENSG00000119669	IRF2BPL	ENSMUSG00000034168	Irf2bpl	-0.187195649466	0.526883715998	35	4	False
ENSG00000128604	IRF5	ENSMUSG00000029771	Irf5	0.614692139254	0.817249058805	40	4	False
ENSG00000117595	IRF6	ENSMUSG00000026638	Irf6	0.913534361717	0.884007635612	40	4	False
ENSG00000185507	IRF7	ENSMUSG00000025498	Irf7	0.457250209546	0.770799087969	46	4	False
ENSG00000140968	IRF8	ENSMUSG00000041515	Irf8	-1.28335468391	0.22607243226	47	4	False
ENSG00000213928	IRF9	ENSMUSG00000002325	Irf9	0.443822012022	0.765814730367	40	4	False
ENSG00000169047	IRS1	ENSMUSG00000055980	Irs1	-3.12364229244	0.0790869081075	50	4	False
ENSG00000165898	ISCA2	ENSMUSG00000021241	Isca2	-2.02155725867	0.142398854658	41	4	False
ENSG00000016082	ISL1	ENSMUSG00000042258	Isl1	0.190128565763	0.679489898722	37	4	False
ENSG00000164171	ITGA2	ENSMUSG00000015533	Itga2	-0.466443855574	0.427620764622	29	4	False
ENSG00000005961	ITGA2B	ENSMUSG00000034664	Itga2b	-0.510290149158	0.411076939392	35	4	False
ENSG00000115232	ITGA4	ENSMUSG00000027009	Itga4	-0.890560839383	0.305238877989	44	4	False
ENSG00000091409	ITGA6	ENSMUSG00000027111	Itga6	-0.439435772568	0.435786627075	38	4	False
ENSG00000135424	ITGA7	ENSMUSG00000025348	Itga7	0.446920174974	0.766981282146	28	4	False
ENSG00000077943	ITGA8	ENSMUSG00000026768	Itga8	-3.75734203427	0.0602099793202	29	4	False
ENSG00000144668	ITGA9	ENSMUSG00000039115	Itga9	0.289885006267	0.71559997879	31	4	False
ENSG00000150093	ITGB1	ENSMUSG00000025809	Itgb1	-1.65801461458	0.176759107058	17	4	False
ENSG00000136156	ITM2B	ENSMUSG00000022108	Itm2b	-0.614469268123	0.377512063206	43	4	False
ENSG00000150995	ITPR1	ENSMUSG00000030102	Itpr1	1.35266082644	0.942388249642	38	4	False
ENSG00000128928	IVD	ENSMUSG00000027332	Ivd	0.24269649313	0.698791028156	40	4	False
ENSG00000008083	JARID2	ENSMUSG00000038518	Jarid2	-1.87235478148	0.155496049631	51	4	False
ENSG00000130522	JUND	ENSMUSG00000071076	Jund	-0.604905300101	0.380375417573	53	4	False
ENSG00000160145	KALRN	ENSMUSG00000061751	Kalrn	0.413011561081	0.756111140569	28	4	False
ENSG00000083168	KAT6A	ENSMUSG00000031540	Kat6a	3.41093928184	0.997163158174	32	4	False
ENSG00000120696	KBTBD7	ENSMUSG00000043881	Kbtbd7	-0.538270221471	0.400949148947	23	4	True
ENSG00000111262	KCNA1	ENSMUSG00000047976	Kcna1	0.449784450352	0.767988758683	20	4	False
ENSG00000177301	KCNA2	ENSMUSG00000040724	Kcna2	1.19684085622	0.92626862506	16	4	False
ENSG00000169282	KCNAB1	ENSMUSG00000027827	Kcnab1	-2.61416820753	0.102789119253	36	4	False
ENSG00000069424	KCNAB2	ENSMUSG00000028931	Kcnab2	-0.214487617754	0.51596054934	43	4	False
ENSG00000158445	KCNB1	ENSMUSG00000050556	Kcnb1	1.0945031782	0.913595630733	48	4	False
ENSG00000129159	KCNC1	ENSMUSG00000058975	Kcnc1	-2.27029245782	0.123309825547	47	4	False
ENSG00000166006	KCNC2	ENSMUSG00000035681	Kcnc2	-0.0472181727935	0.584203828411	24	4	False
ENSG00000131398	KCNC3	ENSMUSG00000062785	Kcnc3	-0.300037082902	0.483509199852	49	4	False
ENSG00000171385	KCND3	ENSMUSG00000040896	Kcnd3	0.455275723857	0.770321862241	47	4	False
ENSG00000143473	KCNH1	ENSMUSG00000058248	Kcnh1	0.695027436828	0.838034890503	41	4	False
ENSG00000140015	KCNH5	ENSMUSG00000034402	Kcnh5	0.278461801507	0.711994273291	23	4	False
ENSG00000157542	KCNJ6	ENSMUSG00000043301	Kcnj6	-0.130219449758	0.550426851901	42	4	False
ENSG00000156113	KCNMA1	ENSMUSG00000063142	Kcnma1	-0.293008591783	0.486054403733	36	4	False
ENSG00000080709	KCNN2	ENSMUSG00000054477	Kcnn2	0.248386910041	0.701283206957	44	4	False
ENSG00000143603	KCNN3	ENSMUSG00000000794	Kcnn3	1.32128684203	0.939471870195	39	4	False
ENSG00000053918	KCNQ1	ENSMUSG00000009545	Kcnq1	-0.129002556431	0.551169203033	52	4	False
ENSG00000075043	KCNQ2	ENSMUSG00000016346	Kcnq2	0.436583361052	0.763640702052	45	4	False
ENSG00000184156	KCNQ3	ENSMUSG00000056258	Kcnq3	0.293740761583	0.716925605812	41	4	False
ENSG00000185760	KCNQ5	ENSMUSG00000028033	Kcnq5	0.280766780509	0.712657086802	41	4	False
ENSG00000107147	KCNT1	ENSMUSG00000058740	Kcnt1	1.81130673467	0.973248846704	36	4	False
ENSG00000134504	KCTD1	ENSMUSG00000036225	Kctd1	-0.606865379672	0.379739116602	45	4	False
ENSG00000183775	KCTD16	ENSMUSG00000051401	Kctd16	0.49952962586	0.784744684236	12	4	False
ENSG00000183783	KCTD8	ENSMUSG00000037653	Kctd8	-0.328728986966	0.473328384326	33	4	False
ENSG00000127663	KDM4B	ENSMUSG00000024201	Kdm4b	0.640557901784	0.823612068508	50	4	False
ENSG00000107077	KDM4C	ENSMUSG00000028397	Kdm4c	-0.237656893819	0.507052335755	10	4	False
ENSG00000117139	KDM5B	ENSMUSG00000042207	Kdm5b	-0.234740925898	0.508218887534	41	4	False
ENSG00000147050	KDM6A	ENSMUSG00000037369	Kdm6a	-0.950946204727	0.290975131237	33	4	False
ENSG00000132510	KDM6B	ENSMUSG00000018476	Kdm6b	-0.494322237637	0.416803648126	43	4	False
ENSG00000128052	KDR	ENSMUSG00000062960	Kdr	-0.449157360477	0.432658147304	27	4	False
ENSG00000138160	KIF11	ENSMUSG00000012443	Kif11	-2.46132521939	0.110530781059	10	4	False
ENSG00000130294	KIF1A	ENSMUSG00000014602	Kif1a	-4.20084965393	0.0502942891988	39	4	False
ENSG00000054523	KIF1B	ENSMUSG00000063077	Kif1b	-10.8530173592	0.00522297046503	32	4	False
ENSG00000139116	KIF21A	ENSMUSG00000022629	Kif21a	-1.27377630977	0.228087385333	36	4	False
ENSG00000101350	KIF3B	ENSMUSG00000027475	Kif3b	0.3394912051	0.732143804019	27	4	False
ENSG00000155980	KIF5A	ENSMUSG00000074657	Kif5a	-1.22161090631	0.236147197624	42	4	False
ENSG00000168280	KIF5C	ENSMUSG00000026764	Kif5c	-1.0795843711	0.263083938703	30	4	False
ENSG00000116014	KISS1R	ENSMUSG00000035773	Kiss1r	-0.361929158784	0.462564292911	37	4	False
ENSG00000157404	KIT	ENSMUSG00000005672	Kit	-0.566287580209	0.392942361737	39	4	False
ENSG00000126214	KLC1	ENSMUSG00000021288	Klc1	-0.608961893661	0.379102815632	40	4	False
ENSG00000174996	KLC2	ENSMUSG00000024862	Klc2	-0.315427054835	0.477358290471	38	4	False
ENSG00000105610	KLF1	ENSMUSG00000054191	Klf1	0.402252732621	0.752187284586	52	4	False
ENSG00000172059	KLF11	ENSMUSG00000020653	Klf11	0.503214202589	0.786123336338	48	4	False
ENSG00000118922	KLF12	ENSMUSG00000072294	Klf12	1.34626027262	0.94164589851	16	4	False
ENSG00000169926	KLF13	ENSMUSG00000052040	Klf13	1.11962321223	0.916618060343	51	4	False
ENSG00000118263	KLF7	ENSMUSG00000025959	Klf7	-0.928177757731	0.296330664404	40	4	False
ENSG00000119138	KLF9	ENSMUSG00000033863	Klf9	0.658800285232	0.828755501352	42	4	False
ENSG00000076321	KLHL20	ENSMUSG00000026705	Klhl20	-2.31791739161	0.119492019725	32	4	True
ENSG00000122550	KLHL7	ENSMUSG00000028986	Klhl7	0.818803114405	0.865342807148	28	4	False
