permutation	T
340	-0.035564992473
341	-0.204130102264
342	-0.0654626849156
343	-0.0539565408939
344	-0.102402653845
345	0.154723046167
346	0.0307304879876
347	-0.179585207704
348	-0.125589062474
349	-0.313844097817
350	-0.00359239832799
351	-0.0719156368608
352	-0.191622801641
353	-0.114123240629
354	0.0948714692111
355	-0.018239032047
356	-0.13653096683
357	-0.0659511269723
358	-0.116394342919
359	-0.120845209196
360	-0.0600647107469
361	0.054430233729
362	-0.0890076341912
363	0.0165820668826
364	-0.160231165806
365	-0.219067991748
366	-0.0100973601939
367	-0.211110988281
368	-0.00456895768481
369	0.0113062949024
370	-0.393093038689
371	-0.168170874997
372	0.0868205177459
373	-0.214913869149
374	0.0400195326326
375	-0.115146300845
376	-0.0632643146455
377	-0.125352956479
378	0.234714906864
379	-0.267980979597
380	0.193223799061
381	-0.0295406516581
382	-0.0575481534349
383	-0.131847096013
384	-0.104438104335
385	-0.149355628627
386	-0.188637467312
387	-0.155781448712
388	-0.0775817127552
389	-0.0496834160263
390	-0.0787316957526
391	-0.180656690135
392	0.102277165379
393	0.128759380356
394	0.0669269123164
395	-0.177271360236
396	-0.0508988983019
397	-0.240940616245
398	-0.0793371681992
399	0.0363332325243
400	-0.144861843589
401	-0.109746807213
402	-0.0882904640518
403	-0.183585921429
404	-0.0341404429438
405	-0.219071808625
406	-0.27332398594
407	0.00403033002387
408	-0.0646596765593
409	-0.190339770388
410	-0.384966886264
411	-0.0689462954577
412	-0.220227802008
413	-0.164093043762
414	-0.296131436594
415	-0.0101363107317
416	-0.0400176809845
417	0.059782022434
418	-0.0935188961537
419	-0.655511791348
420	-0.116662658096
421	-0.18545383542
422	-0.110061668648
423	-0.0120798177034
424	-0.0722282451145
425	-0.21492505665
426	-0.0855537599027
427	-0.0223567813981
428	-0.188321279213
429	-0.0204153076348
430	-0.182472151991
431	-0.119514498769
432	-0.163799399432
433	-0.200881467394
434	-0.196277330353
435	0.169239950491
436	0.0833850144168
437	-0.244210246834
438	-0.286278697915
439	-0.199354763552
440	-0.0936081200354
441	0.0129696888326
442	-0.00716879134723
443	-0.147242881462
444	-0.140592607254
445	-0.103793112387
446	-0.0925954046665
447	-0.0774923472098
448	-0.501412175032
449	-0.204885649751
450	0.0409421426811
451	-0.307916539656
452	-0.228882953356
453	-0.242586929414
454	-0.163472482768
455	-0.24317394091
456	-0.250324898869
457	-0.146745579191
458	-0.0606047133377
459	-0.130370383233
460	-0.00122870088748
461	-0.192258098896
462	-0.143079039974
463	-0.128436205762
464	-0.0129416104913
465	0.0116735016804
466	-0.11160703036
467	-0.173743329521
468	-0.275455985514
469	-0.00827622912849
470	-0.0176887637268
471	0.0963490405776
472	-0.0617962744709
473	-0.112280632611
474	-0.124384438104
475	0.0634288291812
476	-0.0757173089559
477	0.0941903079863
478	-0.150353747357
479	-0.134296878983
480	-0.157405964459
481	-0.218739403505
482	-0.284552305104
483	-0.0789728289202
484	-0.0496087626679
485	-0.153035318692
486	-0.07075043327
487	-0.0317829479404
488	-0.147807695316
489	-0.0377692291499
490	-0.231527926975
491	-0.0859333771466
492	-0.43683981069
493	-0.337742175689
494	-0.0640051540717
495	-0.243251498279
496	-0.010248885657
497	-0.225159589712
498	-0.104483609212
499	-0.323012485331
500	-0.493085049429
501	-0.246769849542
502	-0.173330229088
503	-0.257023188423
504	-0.308958332679
505	-0.099230938472
506	-0.126522583839
507	-0.193837990743
508	-0.222894591034
509	0.0900410329351
510	-0.0199035171485
511	-0.172238115351
512	0.153865678309
513	-0.11291096578
514	-0.256534105682
515	-0.21948346708
516	-0.182371219532
517	-0.0775892233038
518	0.0541309111384
519	-0.131704511557
520	-0.038102603773
521	0.0883005974961
522	-0.269646374982
523	-0.284290265558
524	-0.164794713929
525	-0.286932404187
526	-0.083270495282
527	-0.252667017375
528	-0.673070923761
529	-0.128230332781
530	-0.479741431999
531	-0.0990746555213
532	-0.0855921663417
533	-0.101124869446
534	-0.145516865209
535	-0.262201757441
536	-0.122745028537
537	0.00361270599052
538	-0.076231547686
539	-0.0270954226824
540	-0.162735667461
541	-0.274306635393
542	-0.050703396641
543	-0.138876203669
544	-0.294936906059
545	-0.130054634337
546	-0.187699453831
547	-0.0974043201331
548	-0.219355216519
549	-0.0333478291357
550	-0.105973295154
551	-0.0321730733059
552	-0.174472626169
553	-0.120451708368
554	-0.0584982436108
555	-0.343252053906
556	-0.0358498460545
557	-0.0537040492196
558	-0.16147539458
559	0.159002332775
560	-0.133728039103
561	-0.22052834765
562	-0.592224677442
563	0.0316103464898
564	-0.169922138308
565	-0.161045959779
566	-0.134861505489
567	-0.125150653318
568	-0.140660128657
569	0.0718785505349
570	-0.153310145112
571	-0.116984627202
572	-0.368989065384
573	-0.0873436963486
574	-0.0787053082713
575	-0.0931304113031
576	-0.0413482813289
577	-0.17513013252
578	-0.092359380844
579	-0.312176940552
580	-0.084974205371
581	-0.149037154184
582	0.00727267147712
583	-0.125341133625
584	0.233559956466
585	-0.516262145537
586	-0.363972904725
587	-0.0551322873128
588	-0.0934193167337
589	0.132770371191
590	-0.408702522061
591	-0.188755200788
592	-0.130776152792
593	-0.204686905166
594	-0.0924236452314
595	-0.222595103617
596	-0.0291151921223
597	-0.221187644773
598	-0.11068531411
599	-0.208822785
600	-0.044891002445
601	-0.178207063848
602	0.0234978813899
603	0.104009977234
604	-0.075268107477
605	-0.149182738719
606	-0.0423735353632
607	0.0253799170288
608	-0.0026145123799
609	-0.147037021502
610	-0.318506539716
611	-0.0726054825096
612	-0.210830735424
613	-0.467844362087
614	-0.347873118568
615	-0.00727280868056
616	-0.0661966138018
617	-0.096747010695
618	-0.394107299698
619	-0.0457274988676
620	-0.23048709617
621	-0.0913543443944
622	-0.0175053121462
623	-0.236369226767
624	-0.166185433964
625	-0.218668484343
626	-0.064422294103
627	-0.160984318163
628	-0.296633158319
629	-0.202715557112
630	-0.163714360816
631	0.00467415257837
632	-0.200327551355
633	0.0474929788864
634	-0.23049053838
635	-0.165923497065
636	-0.11169400169
637	0.0757109422255
638	-0.117279476025
639	-0.0851385144777
640	-0.188844263663
641	0.00314035622917
642	-0.172084845477
643	-0.260353568281
644	-0.104382251332
645	-0.219645425506
646	-0.0481145033577
647	-0.01270572308
648	-0.159639681743
649	-0.170385976448
650	-0.115747472255
651	-0.000367989237853
652	-0.127770197076
653	0.0107377623099
654	-0.297406957877
655	-0.149895432735
656	-0.114855096583
657	-0.132109845888
658	-0.148511831319
659	0.0590119555791
660	-0.0425700479288
661	-0.103640593746
662	-0.145225322295
663	-0.100390479158
664	-0.201134803046
665	0.0529261432033
666	-0.172677343837
667	-0.180472066389
668	0.0168740522798
669	-0.0139284306647
670	-0.123776578798
671	0.00525551950099
672	-0.0385305283177
673	-0.208306319746
674	0.0088850978535
675	0.0282440662143
676	-0.540971201441
677	-0.142506106278
678	-0.212922096558
679	0.0499438370002
680	0.280930738873
681	-0.392020370657
682	0.0586042802944
683	0.000390733897953
684	-0.0910396516336
685	-0.0817421700588
686	-0.188248332093
687	0.0423941610688
688	-0.0338314489761
689	-0.178095768065
690	-0.0982709455577
691	-0.258399635543
692	-0.218299273715
693	0.0631341084277
694	-0.187815126162
695	-0.127365178436
696	-0.261258543483
697	-0.00411611976535
698	-0.16528482717
699	0.046882855447
700	-0.267554143299
701	-0.115999350426
702	-0.112251626531
703	0.0752461484627
704	-0.197386214181
705	-0.175800553713
706	-0.05581745338
707	-0.241579423654
708	-0.048698909343
709	0.113673764179
710	-0.119053001522
711	-0.0373718038999
712	0.0285842762469
713	-0.205374684575
714	-0.150891918232
715	-0.322943322815
716	-0.185998466987
717	-0.206553209587
718	-0.193133603164
719	0.0112959161121
720	-0.120398583581
721	0.00292243351394
722	-0.0219748555306
723	0.00870414890649
724	0.0314104750771
725	0.0540911149983
726	-0.109751931195
727	-0.364439072033
728	-0.403263483271
729	0.0217892468602
730	0.0708380540362
731	-0.148857717348
732	0.0148043141679
733	0.0187157115934
734	-0.196117654541
735	-0.133029131723
736	-0.551659487593
737	-0.542949828615
738	-0.0309457972214
739	0.0300533005737
740	-0.00927374110948
741	-0.374198336416
742	0.00113272876433
743	-0.125820963008
744	0.019452860445
745	-0.143409619246
746	-0.217581403438
747	-0.104491290775
748	-0.164184559663
749	-0.0101831301192
750	-0.212280701205
751	-0.0584966664845
752	-0.215513923825
753	0.040105851039
754	-0.148778736998
755	-0.455940474316
756	-0.152131606905
757	-0.0291446405346
758	-0.129040230382
759	-0.146996712616
760	-0.11584599365
761	-0.218340040201
762	0.103043808009
763	0.0112580190253
764	-0.0134704371128
765	-0.157802152571
766	-0.271701042552
767	0.0693283212134
768	-0.164236994953
769	-0.302960052234
770	-0.398851534576
771	-0.135104554886
772	-0.0329152836102
773	-0.0261918679579
774	-0.221911457173
775	-0.26822809597
776	-0.287109285756
777	-0.165400845939
778	0.0731675288548
779	0.104835218963
780	-0.058400144723
781	-0.333686270342
782	0.0703702075551
783	-0.0603787693122
784	-0.172809988495
785	-0.114137472669
786	-0.414441174915
787	-0.00189425550601
788	-0.139324123785
789	0.130003068731
790	-0.277559202817
791	-0.077190816034
792	-0.10673476296
793	-0.0749511836244
794	-0.115944272204
795	-0.102805479877
796	-0.124310402095
797	-0.191333653548
798	0.135532107542
799	-0.145238411557
800	-0.162196353598
801	0.14236283573
802	-0.0566646645808
803	-0.187967449285
804	-0.0504843590134
805	-0.0878473178099
806	-0.049427033544
807	-0.269960716253
808	0.0444691374517
809	-0.0225319873645
810	-0.0425052805516
811	-0.0265726502333
812	-0.090490529237
813	0.0641755652847
814	-0.0866443928624
815	-0.122457205711
816	-0.182420985725
817	-0.0131926140742
818	-0.13809292954
819	-0.372093743693
820	0.0445491425451
821	-0.264189598343
822	-0.21247635327
823	-0.156318464271
824	0.128224362278
825	-0.0714095797696
826	0.00366574568444
827	-0.105545821156
828	-0.471642525317
829	-0.123046309866
830	-0.157970506878
831	0.0469241809517
832	0.0562490987564
833	-0.448604252994
834	-0.162582393808
835	-0.00944901905484
836	-0.128164380391
837	0.0386418119997
838	-0.138641347954
839	-0.0317076345488
840	-0.223384117816
841	0.0722766606766
842	-0.162416457141
843	0.0125251128654
844	-0.133148494369
845	-0.022998974135
846	-0.20371864678
847	-0.136213552959
848	-0.177676241427
849	0.0514566527243
850	-0.137369707823
851	0.0108106712645
852	-0.112348828196
853	-0.622111498913
854	-0.234176519307
855	0.00471079722803
856	-0.0364598823476
857	-0.00960253204777
858	-0.22919964269
859	-0.114445965992
860	-0.268067916726
861	-0.176096413678
862	-0.106965100535
863	-0.457408382641
864	-0.248263412985
865	-0.0503670793298
866	-0.264628908256
867	-0.0770164486523
868	-0.0376388517574
869	-0.27857668561
870	-0.0940115367074
871	-0.312225623544
872	-0.059957676285
873	0.0787456079616
874	-0.34614795051
875	-0.157545772025
876	-0.0450094463319
877	-0.0731854471807
878	-0.219493424403
879	-0.00236692879995
880	-0.0986256817378
881	-0.141785709885
882	0.0962657514788
883	-0.0676970941909
884	-0.0640765651977
885	-0.085441925532
886	-0.0408439689114
887	0.0293974315122
888	0.164142922038
889	-0.158855011558
890	-0.140036302722
891	-0.149055469565
892	-0.14453364511
893	-0.0261591464491
894	-0.14223344438
895	-0.0148819194155
896	-0.165326291137
897	0.14144124518
898	-0.140184670814
899	-0.290522829442
900	0.0558066048829
901	-0.110387422942
902	-0.101901411942
903	-0.117764311537
904	-0.255677714875
905	-0.284092217437
906	-0.0930624360538
907	0.0358879411555
908	-0.0317037085253
909	-0.232826648787
910	-0.097498395283
911	-0.229041114351
912	0.0582313412873
913	0.0155274583671
914	-0.215931608404
915	0.213720502198
916	-0.121129479392
917	-0.13405696884
918	-0.258989964343
919	-0.537134980568
920	0.0535456482396
921	-0.287740110475
922	0.0254118808621
923	-0.138685467853
924	-0.081927521348
925	-0.217244530246
926	-0.295706311074
927	-0.458666126518
928	-0.265447084253
929	-0.0995415656737
930	-0.0901440140098
931	-0.156104466291
932	-0.193279573613
933	-0.31929672186
934	-0.17825228917
935	-0.0512090094427
936	-0.3216834441
937	-0.0321346309299
938	-0.0894746109936
939	-0.180946406327
940	-0.0400413620999
941	0.0674974025275
942	-0.0603758626694
943	-0.367060667014
944	-0.062789513306
945	-0.414544593196
946	-0.0988350332307
947	-0.0950893784771
948	-0.165000881682
949	-0.492252557392
950	-0.116748397097
951	0.0814757585505
952	-0.0328035110882
953	-0.229041993417
954	-0.174314749702
955	-0.209813777001
956	-0.12171025476
957	-0.170504252053
958	-0.0226213268753
959	-0.114079680135
960	-0.0915247552883
961	-0.132329738757
962	-0.172224197852
963	-0.055024784646
964	-0.258652315325
965	0.114068496296
966	0.00353477911237
967	-0.334777434586
968	-0.0784814665614
969	-0.132695461286
970	-0.268286631167
971	-0.0547773066686
972	-0.284593319647
973	-0.0677471619099
974	0.144651665453
975	-0.149009610552
976	-0.0729292503423
977	-0.132155799641
978	-0.177798373002
979	0.0303180207653
980	-0.432264081499
981	-0.133353768725
982	-0.0482269441218
983	-0.130933555702
984	-0.0367659110958
985	-0.29260567301
986	-0.0135141825503
987	-0.152069463783
988	-0.217443355595
989	-0.150714412702
990	-0.018428855016
991	-0.0401314211435
992	0.0656410506759
993	-0.315373931138
994	-0.0726026710205
995	-0.0997826859884
996	-0.119298244237
997	-0.252491027943
998	-0.137170610566
999	0.0512340676313
1000	-0.31619588334
1001	-0.0961094994668
1002	-0.146553127809
1003	-0.170565389841
1004	0.0524090361315
1005	-0.0497187243649
1006	0.0569967021811
1007	-0.155344358946
1008	-0.187319010182
1009	-0.0849185493996
1010	0.0495244641403
1011	-0.0229258778013
1012	-0.0431619356244
1013	-0.125874794444
1014	-0.163001264798
1015	0.0111568110042
1016	-0.186856617067
1017	-0.176450557618
1018	-0.241399256938
1019	-0.183338661836
1020	0.12415511866
1021	-0.0503228735129
1022	-0.0758598084684
1023	-0.146105641902
1024	-0.0408485755844
1025	0.0502136019676
1026	-0.405250096564
1027	0.0102546771848
1028	-0.0477985741903
1029	0.19596366774
1030	-0.122469250906
1031	-0.150661028219
1032	-0.12193036496
1033	-0.096394549076
1034	-0.152372700081
1035	-0.287978289314
1036	-0.128920869046
1037	-0.079730677095
1038	-0.119222482795
1039	-0.0760527806431
1040	-0.164447945238
1041	-0.0077437698676
1042	-0.21007272544
1043	0.00202668831617
1044	-0.229083614774
1045	-0.0761090250162
1046	-0.23227881679
1047	-0.230517618934
1048	-0.0260863883318
1049	-0.0150838806163
1050	0.0763287245796
1051	-0.0773229549538
1052	-0.091390278418
1053	-0.00910595257553
1054	-0.180390270558
1055	-0.175281891609
1056	-0.0166004000908
1057	-0.196295156096
1058	-0.144787793218
1059	-0.254441725524
1060	-0.188787445839
1061	-0.328851655663
1062	-0.110428614661
1063	0.0537205564784
1064	-0.212258785824
1065	-0.0184381709041
1066	-0.28086238317
1067	-0.105197968532
1068	-0.139077248605
1069	-0.40794119589
1070	-0.20866245002
1071	-0.346419992577
1072	-0.129824339638
1073	-0.207259252942
1074	-0.192060135882
1075	-0.105307766901
1076	-0.128088232501
1077	0.129845906902
1078	-0.232856716457
1079	0.00652864686301
1080	-0.109913021342
1081	-0.220750270494
1082	-0.0640755829782
1083	-0.110835342328
1084	-0.102504322641
1085	-0.0673422430722
1086	-0.119001011182
1087	-0.138462314555
1088	-0.216355669941
1089	0.182043286351
1090	-0.0332474773435
1091	-0.0667224422884
1092	-0.159839803515
1093	-0.196134071775
1094	-0.248066766368
1095	-0.0277184355725
1096	0.155639267316
1097	-0.106220573576
1098	-0.268498001482
1099	-0.0494216465003
1100	-0.0972157680457
1101	-0.0870923074634
1102	-0.209577583717
1103	-0.279978841914
1104	-0.248360559753
1105	-0.282766425318
1106	-0.567113697499
1107	-0.114144160069
1108	-0.0711369498515
1109	-0.167126122095
1110	-0.124566392738
1111	-0.183396930605
1112	-0.0209868823499
1113	-0.062048800667
1114	-0.195623826576
1115	-0.124821061689
1116	-0.0346167919391
1117	-0.228470567316
1118	-0.35954342253
1119	-0.391784337924
1120	0.057924981759
1121	-0.128715022999
1122	0.146692443359
1123	-0.260113326853
1124	-0.172939995888
1125	-0.134687336446
1126	-0.261080489578
1127	-0.0497851148444
1128	-0.21422110138
1129	-0.0511525267373
1130	-0.0663388937914
1131	-0.329884002941
1132	-0.373747306625
1133	-0.105710235296
1134	-0.0915080669372
1135	0.0752800101466
1136	0.00479982748872
1137	-0.2487777164
1138	-0.0874791254902
1139	-0.19470069403
1140	0.0545143995199
1141	-0.0910393055821
1142	-0.132585345052
1143	-0.157053986104
1144	-0.180444060651
1145	-0.0600220078836
1146	0.0429790142141
1147	-0.105370151305
1148	0.0523960445968
1149	-0.0843713268312
1150	-0.102646485777
1151	-0.053749047597
1152	-0.0956633708458
1153	-0.277254223932
1154	-0.0235237167443
1155	-0.128873940519
1156	-0.278784148041
1157	-0.136935154217
1158	-0.232503179062
1159	0.149841754062
1160	-0.0240493174505
1161	-0.215316480872
1162	0.0126373387853
1163	-0.0599419880235
1164	-0.112534402224
1165	-0.261399420329
1166	0.00468458205698
1167	-0.223151672629
1168	-0.240153929219
1169	-0.0987286990517
1170	-0.0345800579806
1171	-0.11310644144
1172	-0.082308809008
1173	-0.116167936631
1174	0.0186112642927
1175	-0.110895825492
1176	-0.0189465645107
1177	-0.106862027903
1178	-0.0440736461225
1179	-0.222487733895
1180	-0.2264336824
1181	-0.0967034871103
1182	0.0455252174424
1183	-0.0635112391183
1184	0.0227773419747
1185	-0.136400329644
1186	0.0721353272487
1187	-0.225551989662
1188	-0.120869848742
1189	-0.244149247686
1190	-0.0059599108584
1191	-0.18469219056
1192	-0.11209661422
1193	-0.201696423375
1194	-0.088454054326
1195	-0.0316898450097
1196	-0.125436213119
1197	-0.23927577892
1198	-0.10286629204
1199	-0.0899508770323
1200	-0.00938767646815
1201	0.00820923013385
1202	-0.363771309377
1203	-0.0534721936963
1204	-0.122117993107
1205	-0.107399538019
1206	-0.12623114038
1207	-0.19638525964
1208	-0.218238036694
1209	-0.142431568556
1210	-0.247277510061
1211	0.0049657204539
1212	-0.072772472735
1213	0.014066676533
1214	-0.195489999958
1215	-0.291804045812
1216	0.0662312895222
1217	-0.243266824662
1218	0.0525036448244
1219	-0.158804313226
1220	-0.249894834274
1221	-0.111758944442
1222	-0.325903109562
1223	-0.146712258159
1224	-0.0145201431578
1225	-0.0830005898876
1226	-0.402461074373
1227	0.10479883356
1228	-0.00868367507842
1229	-0.166911761565
1230	-0.0414436777741
1231	-0.148075792997
1232	-0.0631079359136
1233	0.00889368065819
1234	0.0619646141062
1235	-0.303927819356
1236	-0.142396161615
1237	-0.0772728977571
1238	-0.00677688198344
1239	-0.082514229392
1240	-0.0898888941498
1241	-0.150501387031
1242	-0.0166928854673
1243	-0.147015734158
1244	-0.0441623559984
1245	0.0337330447522
1246	-0.346237456697
1247	-0.0962739035539
1248	-0.0160166661191
1249	-0.00664082926282
1250	-0.0802195646031
1251	-0.0133893596023
1252	-0.0830126697174
1253	-0.209105832022
1254	-0.0993979910157
1255	0.0386744261692
1256	-0.12035246798
1257	-0.113352415237
1258	-0.0405113691281
1259	-0.265751795331
1260	-0.191630328549
1261	-0.139143905906
1262	-0.0745492403549
1263	-0.0896953632558
1264	-0.0848802719847
1265	0.0498304435091
1266	-0.126807688605
1267	-0.187197412128
1268	0.146927379437
1269	-0.117864983178
1270	-0.017764526137
1271	-0.240799501804
1272	0.0131752070131
1273	-0.0367138190658
1274	-0.210385243425
1275	-0.422734819127
1276	-0.114916227418
1277	-0.166509065289
1278	-0.109863875102
1279	-0.121025980496
1280	-0.292663980672
1281	-0.184818578192
1282	-0.174254142697
1283	-0.155297564647
1284	-0.124368400088
1285	0.129024299166
1286	-0.341570298099
1287	-0.285922337689
1288	-0.0748531420658
1289	-0.0177831495663
1290	0.0658993937496
1291	-0.011209341075
1292	-0.144180490573
1293	-0.198838252113
1294	-0.135075754587
1295	0.0873433753052
1296	-0.103385140762
1297	-0.016760717841
1298	-0.152536150802
1299	-0.22387291412
1300	-0.145332326398
1301	-0.138858431528
1302	-0.163976848786
1303	-0.204983516777
1304	-0.0671714596009
1305	-0.111469964498
1306	-0.186011048722
1307	-0.133883780751
1308	-0.09488202488
1309	-0.104902836265
1310	0.0559225642021
1311	-0.145991519409
1312	0.0266846801955
1313	-0.0407049094614
1314	0.195103866506
1315	-0.0634614871524
1316	-0.302927787618
1317	-0.215004131899
1318	0.0983340353117
1319	-0.0104440727391
1320	-0.236046902483
1321	-0.420716577711
1322	-0.0736580008855
1323	0.0129689326215
1324	-0.0939655499338
1325	-0.0719319614139
1326	-0.103313597122
1327	-0.115438445287
1328	-0.117998108793
1329	-0.104669310161
1330	-0.159721897387
1331	-0.0696470142282
1332	-0.094129134104
1333	-0.164448361179
1334	-0.332521993573
1335	-0.0331715198017
1336	-0.200525495003
1337	-0.0521447284128
1338	-0.128302034699
1339	-0.176997950688
