pathway	NGenes	Correlation	Direction	PValue	FDR	model	setting
R-HSA-72203	190	0.01	Up	7.90149349994981e-15	7.78297109745057e-12	omit_NAA25_07	fixed_0.01
R-HSA-72172	144	0.01	Up	4.41618532736064e-13	2.14668453494374e-10	omit_NAA25_07	fixed_0.01
R-HSA-72163	142	0.01	Up	6.53812548713829e-13	2.14668453494374e-10	omit_NAA25_07	fixed_0.01
R-HSA-9770562	100	0.01	Up	5.77953784437146e-12	1.42321119417647e-09	omit_NAA25_07	fixed_0.01
R-HSA-72187	113	0.01	Up	9.95836314370551e-12	1.96179753930999e-09	omit_NAA25_07	fixed_0.01
R-HSA-4839726	109	0.01	Up	6.10884836607272e-10	1.00286927343027e-07	omit_NAA25_07	fixed_0.01
R-HSA-425407	53	0.01	Down	8.67336923703089e-10	1.22046695692506e-07	omit_NAA25_07	fixed_0.01
R-HSA-6799198	57	0.01	Down	2.75124223970297e-09	3.38746700763429e-07	omit_NAA25_07	fixed_0.01
R-HSA-9918481	154	0.01	Up	3.51574368870702e-09	3.48276715995712e-07	omit_NAA25_07	fixed_0.01
R-HSA-3247509	66	0.01	Up	3.53580422330672e-09	3.48276715995712e-07	omit_NAA25_07	fixed_0.01
R-HSA-8953854	477	0.01	Up	9.78731386543738e-09	8.7640946885962e-07	omit_NAA25_07	fixed_0.01
R-HSA-5419276	92	0.01	Down	1.14733689730667e-08	9.41772369872556e-07	omit_NAA25_07	fixed_0.01
R-HSA-2990846	71	0.01	Up	1.36861271607722e-08	1.03698732718159e-06	omit_NAA25_07	fixed_0.01
R-HSA-5368286	92	0.01	Down	1.64416751378844e-08	1.12349750976027e-06	omit_NAA25_07	fixed_0.01
R-HSA-5389840	93	0.01	Down	1.71090991334051e-08	1.12349750976027e-06	omit_NAA25_07	fixed_0.01
R-HSA-9932444	66	0.01	Up	1.94074506846634e-08	1.19477118277459e-06	omit_NAA25_07	fixed_0.01
R-HSA-5368287	99	0.01	Down	2.06918436658518e-08	1.19890976534494e-06	omit_NAA25_07	fixed_0.01
R-HSA-3108232	69	0.01	Up	2.32469455807449e-08	1.27212452205743e-06	omit_NAA25_07	fixed_0.01
R-HSA-1428517	171	0.01	Down	2.5951716617297e-08	1.34539162463355e-06	omit_NAA25_07	fixed_0.01
R-HSA-611105	120	0.01	Down	9.49921001443253e-08	4.67836093210802e-06	omit_NAA25_07	fixed_0.01
R-HSA-212165	77	0.01	Up	1.26259485660557e-07	5.92217111312613e-06	omit_NAA25_07	fixed_0.01
R-HSA-9937383	82	0.01	Down	2.95360402015988e-07	1.32240907266249e-05	omit_NAA25_07	fixed_0.01
R-HSA-9842860	25	0.01	Up	3.86317381042319e-07	1.63058296293552e-05	omit_NAA25_07	fixed_0.01
R-HSA-9938024	68	0.01	Up	3.97299402136573e-07	1.63058296293552e-05	omit_NAA25_07	fixed_0.01
R-HSA-382551	234	0.01	Down	5.20204315943691e-07	2.04960500481814e-05	omit_NAA25_07	fixed_0.01
R-HSA-9843745	28	0.01	Up	2.06088324209439e-06	7.53117182247001e-05	omit_NAA25_07	fixed_0.01
R-HSA-3108214	40	0.01	Up	2.06438212392579e-06	7.53117182247001e-05	omit_NAA25_07	fixed_0.01
R-HSA-73894	143	0.01	Up	3.1596571261519e-06	0.000105438452458164	omit_NAA25_07	fixed_0.01
R-HSA-9958863	13	0.01	Down	3.22534176914787e-06	0.000105438452458164	omit_NAA25_07	fixed_0.01
R-HSA-3214858	21	0.01	Up	3.28612824487698e-06	0.000105438452458164	omit_NAA25_07	fixed_0.01
R-HSA-72202	54	0.01	Up	3.31836753929247e-06	0.000105438452458164	omit_NAA25_07	fixed_0.01
R-HSA-162587	80	0.01	Up	3.52387509039188e-06	0.000108469280126125	omit_NAA25_07	fixed_0.01
R-HSA-9845323	18	0.01	Up	4.41842159099473e-06	0.000131883189913025	omit_NAA25_07	fixed_0.01
R-HSA-9937848	51	0.01	Up	4.94542297302455e-06	0.000143271812600858	omit_NAA25_07	fixed_0.01
R-HSA-112316	122	0.01	Down	5.4185898778797e-06	0.0001524946008489	omit_NAA25_07	fixed_0.01
R-HSA-9837999	74	0.01	Down	7.62294766343215e-06	0.000207087506962396	omit_NAA25_07	fixed_0.01
R-HSA-112315	103	0.01	Down	7.77892158132857e-06	0.000207087506962396	omit_NAA25_07	fixed_0.01
R-HSA-9932451	16	0.01	Up	1.28866130166615e-05	0.000334034574247673	omit_NAA25_07	fixed_0.01
R-HSA-4570464	27	0.01	Up	1.32274629724839e-05	0.00033407823148453	omit_NAA25_07	fixed_0.01
R-HSA-9705671	41	0.01	Up	1.38424057477558e-05	0.000340869241538485	omit_NAA25_07	fixed_0.01
R-HSA-74160	367	0.01	Up	1.45043705665333e-05	0.000348458658732569	omit_NAA25_07	fixed_0.01
R-HSA-159231	30	0.01	Up	1.69749400211894e-05	0.000385980893979436	omit_NAA25_07	fixed_0.01
R-HSA-159234	30	0.01	Up	1.69749400211894e-05	0.000385980893979436	omit_NAA25_07	fixed_0.01
R-HSA-159236	48	0.01	Up	1.72417861270002e-05	0.000385980893979436	omit_NAA25_07	fixed_0.01
R-HSA-392518	13	0.01	Down	1.83139741987595e-05	0.000394144764296277	omit_NAA25_07	fixed_0.01
R-HSA-1169408	44	0.01	Up	1.84067605661205e-05	0.000394144764296277	omit_NAA25_07	fixed_0.01
R-HSA-9933939	11	0.01	Up	1.88800004995086e-05	0.000395676606213105	omit_NAA25_07	fixed_0.01
R-HSA-1474244	58	0.01	Down	2.06287676490666e-05	0.000423319502798555	omit_NAA25_07	fixed_0.01
R-HSA-8957275	42	0.01	Down	2.54942837362643e-05	0.000512487132249394	omit_NAA25_07	fixed_0.01
R-HSA-936837	24	0.01	Down	3.1190910058078e-05	0.000614460928144136	omit_NAA25_07	fixed_0.01
R-HSA-381426	43	0.01	Down	3.65576808426953e-05	0.000705254462477786	omit_NAA25_07	fixed_0.01
R-HSA-9839923	224	0.01	Up	3.72317076638019e-05	0.000705254462477786	omit_NAA25_07	fixed_0.01
R-HSA-3214847	24	0.01	Up	3.84522369142864e-05	0.000714631195482492	omit_NAA25_07	fixed_0.01
R-HSA-162599	70	0.01	Up	4.64967723483789e-05	0.000848135569688023	omit_NAA25_07	fixed_0.01
R-HSA-76002	95	0.01	Down	5.17636246368186e-05	0.000927039459404843	omit_NAA25_07	fixed_0.01
R-HSA-983712	52	0.01	Down	5.44910668430055e-05	0.000958458943577864	omit_NAA25_07	fixed_0.01
R-HSA-9934037	13	0.01	Up	5.79167598903815e-05	0.00098527756686633	omit_NAA25_07	fixed_0.01
R-HSA-6784531	35	0.01	Up	5.80163440388296e-05	0.00098527756686633	omit_NAA25_07	fixed_0.01
R-HSA-1169410	129	0.01	Up	7.66744265901961e-05	0.00128007305409056	omit_NAA25_07	fixed_0.01
R-HSA-5696399	45	0.01	Up	7.89298517720255e-05	0.00128328215516293	omit_NAA25_07	fixed_0.01
R-HSA-5696398	62	0.01	Up	7.9472295903491e-05	0.00128328215516293	omit_NAA25_07	fixed_0.01
R-HSA-352230	10	0.01	Down	8.69252179908425e-05	0.00138098935033838	omit_NAA25_07	fixed_0.01
R-HSA-381340	17	0.01	Up	9.24238765466746e-05	0.00144503997457896	omit_NAA25_07	fixed_0.01
R-HSA-9943965	16	0.01	Up	9.67619401301872e-05	0.00148922673481616	omit_NAA25_07	fixed_0.01
R-HSA-168276	26	0.01	Up	9.90426837045087e-05	0.00149013786725233	omit_NAA25_07	fixed_0.01
R-HSA-4551638	29	0.01	Up	0.000100936842003402	0.00149013786725233	omit_NAA25_07	fixed_0.01
R-HSA-73857	312	0.01	Up	0.000102389428175712	0.00149013786725233	omit_NAA25_07	fixed_0.01
R-HSA-159230	25	0.01	Up	0.000104725507151299	0.00149013786725233	omit_NAA25_07	fixed_0.01
R-HSA-159227	25	0.01	Up	0.000104725507151299	0.00149013786725233	omit_NAA25_07	fixed_0.01
R-HSA-3232142	25	0.01	Up	0.000105898122545851	0.00149013786725233	omit_NAA25_07	fixed_0.01
R-HSA-177243	27	0.01	Up	0.000117439769067338	0.00162444786350277	omit_NAA25_07	fixed_0.01
R-HSA-913531	146	0.01	Up	0.000120894799036853	0.00162444786350277	omit_NAA25_07	fixed_0.01
R-HSA-75067	18	0.01	Up	0.000122039737968736	0.00162444786350277	omit_NAA25_07	fixed_0.01
R-HSA-73856	18	0.01	Up	0.000122039737968736	0.00162444786350277	omit_NAA25_07	fixed_0.01
R-HSA-194441	35	0.01	Up	0.000128471175413628	0.00166505404976873	omit_NAA25_07	fixed_0.01
R-HSA-191859	35	0.01	Up	0.000128471175413628	0.00166505404976873	omit_NAA25_07	fixed_0.01
R-HSA-9930044	17	0.01	Up	0.000132031147658228	0.00168896987588772	omit_NAA25_07	fixed_0.01
R-HSA-2470946	10	0.01	Up	0.000136019620267473	0.00169594083498051	omit_NAA25_07	fixed_0.01
R-HSA-68884	10	0.01	Up	0.000136019620267473	0.00169594083498051	omit_NAA25_07	fixed_0.01
R-HSA-9943411	28	0.01	Up	0.000149182282199596	0.00183680684958252	omit_NAA25_07	fixed_0.01
R-HSA-109582	195	0.01	Down	0.000152460728566211	0.0018539977486138	omit_NAA25_07	fixed_0.01
R-HSA-5693571	19	0.01	Up	0.00017158083983126	0.00205717008650862	omit_NAA25_07	fixed_0.01
R-HSA-977443	13	0.01	Down	0.000175159893435696	0.00205717008650862	omit_NAA25_07	fixed_0.01
R-HSA-429914	36	0.01	Up	0.000175433794179415	0.00205717008650862	omit_NAA25_07	fixed_0.01
R-HSA-9933946	10	0.01	Up	0.0001821847262096	0.00211119947431125	omit_NAA25_07	fixed_0.01
R-HSA-4085377	24	0.01	Up	0.000204870796131179	0.0023464852812699	omit_NAA25_07	fixed_0.01
R-HSA-1500620	22	0.01	Up	0.000211059654717107	0.00236242908973126	omit_NAA25_07	fixed_0.01
R-HSA-1474165	22	0.01	Up	0.000211059654717107	0.00236242908973126	omit_NAA25_07	fixed_0.01
R-HSA-112314	75	0.01	Down	0.000214857981087582	0.00237792259967717	omit_NAA25_07	fixed_0.01
R-HSA-77595	15	0.01	Up	0.000222064617431869	0.0024303738685599	omit_NAA25_07	fixed_0.01
R-HSA-9705683	100	0.01	Up	0.000224884384608572	0.00243418811911476	omit_NAA25_07	fixed_0.01
R-HSA-9937008	16	0.01	Down	0.00023599790550195	0.00252671670564588	omit_NAA25_07	fixed_0.01
R-HSA-5693532	83	0.01	Up	0.000243872235940145	0.00258294787528003	omit_NAA25_07	fixed_0.01
R-HSA-5693565	23	0.01	Up	0.000266530756344186	0.00279290207445769	omit_NAA25_07	fixed_0.01
R-HSA-9938027	115	0.01	Up	0.000281245247296583	0.00288569342278265	omit_NAA25_07	fixed_0.01
R-HSA-9938026	115	0.01	Up	0.000281245247296583	0.00288569342278265	omit_NAA25_07	fixed_0.01
R-HSA-6790901	45	0.01	Up	0.000286205911831391	0.00288803516493726	omit_NAA25_07	fixed_0.01
R-HSA-5693538	34	0.01	Up	0.000287337508795789	0.00288803516493726	omit_NAA25_07	fixed_0.01
R-HSA-112310	24	0.01	Down	0.000293416264010309	0.00291934363687025	omit_NAA25_07	fixed_0.01
R-HSA-4086398	17	0.01	Down	0.000296501301777575	0.00292053782250911	omit_NAA25_07	fixed_0.01
R-HSA-1483206	43	0.01	Down	0.000306445774090829	0.00298860482652938	omit_NAA25_07	fixed_0.01
R-HSA-9694548	20	0.01	Down	0.000317714639091555	0.0030681266618155	omit_NAA25_07	fixed_0.01
R-HSA-180910	24	0.01	Up	0.000332970630125722	0.00318423369586249	omit_NAA25_07	fixed_0.01
R-HSA-1483257	73	0.01	Down	0.000337870132323448	0.00320002000325573	omit_NAA25_07	fixed_0.01
R-HSA-168274	22	0.01	Up	0.000354753868974854	0.00326586954066898	omit_NAA25_07	fixed_0.01
R-HSA-168333	22	0.01	Up	0.000354753868974854	0.00326586954066898	omit_NAA25_07	fixed_0.01
R-HSA-909733	12	0.01	Up	0.000354769584620894	0.00326586954066898	omit_NAA25_07	fixed_0.01
R-HSA-180746	24	0.01	Up	0.000369337741552	0.00336849699471037	omit_NAA25_07	fixed_0.01
R-HSA-9837092	13	0.01	Down	0.000373431603853898	0.00337458834675311	omit_NAA25_07	fixed_0.01
R-HSA-76005	53	0.01	Down	0.00037758047349463	0.00338106151265646	omit_NAA25_07	fixed_0.01
R-HSA-114608	50	0.01	Down	0.000394513959992542	0.00347709119496753	omit_NAA25_07	fixed_0.01
R-HSA-9013422	15	0.01	Up	0.00039536468409783	0.00347709119496753	omit_NAA25_07	fixed_0.01
R-HSA-165054	25	0.01	Up	0.00041203839217512	0.00359166209108401	omit_NAA25_07	fixed_0.01
R-HSA-216083	16	0.01	Down	0.000444855188879762	0.00376464819351423	omit_NAA25_07	fixed_0.01
R-HSA-8939243	21	0.01	Up	0.000445741485143286	0.00376464819351423	omit_NAA25_07	fixed_0.01
R-HSA-9615933	22	0.01	Up	0.000446516480873106	0.00376464819351423	omit_NAA25_07	fixed_0.01
R-HSA-6809371	23	0.01	Down	0.00045099338764942	0.00376464819351423	omit_NAA25_07	fixed_0.01
R-HSA-6805567	23	0.01	Down	0.00045099338764942	0.00376464819351423	omit_NAA25_07	fixed_0.01
R-HSA-168271	22	0.01	Up	0.000467691590151897	0.00387122870840016	omit_NAA25_07	fixed_0.01
R-HSA-5696394	22	0.01	Up	0.000503213633278588	0.00409676453906539	omit_NAA25_07	fixed_0.01
R-HSA-162594	11	0.01	Up	0.000503257369773514	0.00409676453906539	omit_NAA25_07	fixed_0.01
R-HSA-9843940	13	0.01	Up	0.000555099749958243	0.00448174798122024	omit_NAA25_07	fixed_0.01
R-HSA-4615885	30	0.01	Up	0.000594382368445952	0.00475368019770745	omit_NAA25_07	fixed_0.01
R-HSA-422356	29	0.01	Down	0.0005984328370718	0.00475368019770745	omit_NAA25_07	fixed_0.01
R-HSA-9836573	19	0.01	Down	0.000683045471034478	0.00515904459075622	omit_NAA25_07	fixed_0.01
R-HSA-5619107	20	0.01	Up	0.00068612674252697	0.00515904459075622	omit_NAA25_07	fixed_0.01
R-HSA-1855196	20	0.01	Up	0.00068612674252697	0.00515904459075622	omit_NAA25_07	fixed_0.01
R-HSA-1855229	20	0.01	Up	0.00068612674252697	0.00515904459075622	omit_NAA25_07	fixed_0.01
R-HSA-1855170	20	0.01	Up	0.00068612674252697	0.00515904459075622	omit_NAA25_07	fixed_0.01
R-HSA-3301854	20	0.01	Up	0.00068612674252697	0.00515904459075622	omit_NAA25_07	fixed_0.01
R-HSA-170822	20	0.01	Up	0.00068612674252697	0.00515904459075622	omit_NAA25_07	fixed_0.01
R-HSA-9706574	25	0.01	Up	0.000711213949899161	0.00530127227293292	omit_NAA25_07	fixed_0.01
R-HSA-3928665	22	0.01	Down	0.000715806306903632	0.00530127227293292	omit_NAA25_07	fixed_0.01
R-HSA-9824585	14	0.01	Up	0.000726040923187129	0.00533694260700986	omit_NAA25_07	fixed_0.01
R-HSA-1640170	252	0.01	Up	0.00076389894383467	0.0055333807895449	omit_NAA25_07	fixed_0.01
R-HSA-202733	35	0.01	Down	0.00076399978414021	0.0055333807895449	omit_NAA25_07	fixed_0.01
R-HSA-9768727	23	0.01	Down	0.000787490593966562	0.00566188492742382	omit_NAA25_07	fixed_0.01
R-HSA-8868773	147	0.01	Up	0.000805098051981006	0.00574653319711081	omit_NAA25_07	fixed_0.01
R-HSA-5576891	28	0.01	Down	0.000821531836763953	0.00582164646915463	omit_NAA25_07	fixed_0.01
R-HSA-6791226	140	0.01	Up	0.000832731771894639	0.00585886282368728	omit_NAA25_07	fixed_0.01
R-HSA-72662	56	0.01	Up	0.000878580622405694	0.00609437966950428	omit_NAA25_07	fixed_0.01
R-HSA-72649	56	0.01	Up	0.000878580622405694	0.00609437966950428	omit_NAA25_07	fixed_0.01
R-HSA-5578775	20	0.01	Down	0.000904388581252441	0.00622952973799758	omit_NAA25_07	fixed_0.01
R-HSA-418597	14	0.01	Down	0.000920126033076346	0.00629391765680695	omit_NAA25_07	fixed_0.01
R-HSA-210991	12	0.01	Down	0.000940528299562386	0.00638910603495828	omit_NAA25_07	fixed_0.01
R-HSA-9769740	10	0.01	Down	0.000959023357442581	0.00642610889170709	omit_NAA25_07	fixed_0.01
R-HSA-9769739	10	0.01	Down	0.000959023357442581	0.00642610889170709	omit_NAA25_07	fixed_0.01
R-HSA-3899300	20	0.01	Up	0.000985373613460292	0.00655806087336748	omit_NAA25_07	fixed_0.01
R-HSA-3214815	12	0.01	Up	0.00102950375370444	0.00677049160335444	omit_NAA25_07	fixed_0.01
R-HSA-9772755	11	0.01	Up	0.00103103933046007	0.00677049160335444	omit_NAA25_07	fixed_0.01
R-HSA-390471	19	0.01	Up	0.00109321513641991	0.00713123781042125	omit_NAA25_07	fixed_0.01
R-HSA-3781865	43	0.01	Down	0.00110473779673183	0.00715899164329507	omit_NAA25_07	fixed_0.01
R-HSA-917977	17	0.01	Down	0.00113111116227158	0.00728199016233662	omit_NAA25_07	fixed_0.01
R-HSA-9937850	13	0.01	Up	0.00115483797530083	0.00738633312110487	omit_NAA25_07	fixed_0.01
R-HSA-9634597	18	0.01	Down	0.0011623163794632	0.00738633312110487	omit_NAA25_07	fixed_0.01
R-HSA-991365	10	0.01	Down	0.00125683302886516	0.00788522632759355	omit_NAA25_07	fixed_0.01
R-HSA-977444	10	0.01	Down	0.00125683302886516	0.00788522632759355	omit_NAA25_07	fixed_0.01
R-HSA-72702	56	0.01	Up	0.00129533062456672	0.00807532066581149	omit_NAA25_07	fixed_0.01
R-HSA-6781827	45	0.01	Up	0.00132734454754325	0.00822285773163585	omit_NAA25_07	fixed_0.01
R-HSA-5696395	24	0.01	Up	0.00135688351808091	0.00835331415818563	omit_NAA25_07	fixed_0.01
R-HSA-70895	21	0.01	Down	0.0014036768961054	0.0085877126873529	omit_NAA25_07	fixed_0.01
R-HSA-73884	22	0.01	Up	0.00151027405224327	0.00915334249854694	omit_NAA25_07	fixed_0.01
R-HSA-2559583	32	0.01	Up	0.00151472981597151	0.00915334249854694	omit_NAA25_07	fixed_0.01
R-HSA-70171	45	0.01	Up	0.00153290651115172	0.00915334249854694	omit_NAA25_07	fixed_0.01
R-HSA-9945266	21	0.01	Up	0.00153330102767538	0.00915334249854694	omit_NAA25_07	fixed_0.01
R-HSA-5693567	31	0.01	Up	0.00154797027397483	0.0091852453003928	omit_NAA25_07	fixed_0.01
R-HSA-1221632	15	0.01	Up	0.00160496018294986	0.00946638191739887	omit_NAA25_07	fixed_0.01
R-HSA-977225	16	0.01	Down	0.00162527937245123	0.00952916774919324	omit_NAA25_07	fixed_0.01
R-HSA-168325	32	0.01	Up	0.00166712658246678	0.00971668451911113	omit_NAA25_07	fixed_0.01
R-HSA-9843743	11	0.01	Up	0.00179096933451895	0.0103164023070244	omit_NAA25_07	fixed_0.01
R-HSA-9844594	11	0.01	Up	0.00179096933451895	0.0103164023070244	omit_NAA25_07	fixed_0.01
R-HSA-381042	17	0.01	Up	0.00186400418179878	0.0106746751108825	omit_NAA25_07	fixed_0.01
R-HSA-418555	22	0.01	Down	0.00187789535919036	0.0106920631722688	omit_NAA25_07	fixed_0.01
R-HSA-674695	36	0.01	Up	0.00191644335005746	0.0108488316080839	omit_NAA25_07	fixed_0.01
R-HSA-71403	25	0.01	Down	0.00196099066279384	0.0110375760162967	omit_NAA25_07	fixed_0.01
R-HSA-163125	16	0.01	Down	0.00205491173872709	0.0114394814790729	omit_NAA25_07	fixed_0.01
R-HSA-68877	82	0.01	Up	0.00205562256019888	0.0114394814790729	omit_NAA25_07	fixed_0.01
R-HSA-9976102	20	0.01	Up	0.00212693666486849	0.0116427739684683	omit_NAA25_07	fixed_0.01
R-HSA-397014	47	0.01	Down	0.00213178048877846	0.0116427739684683	omit_NAA25_07	fixed_0.01
R-HSA-6803529	21	0.01	Up	0.0021326835452585	0.0116427739684683	omit_NAA25_07	fixed_0.01
R-HSA-6794362	29	0.01	Down	0.00213943359217539	0.0116427739684683	omit_NAA25_07	fixed_0.01
R-HSA-450513	12	0.01	Up	0.002218068810307	0.0120043833964417	omit_NAA25_07	fixed_0.01
R-HSA-5223345	11	0.01	Down	0.00223813925008226	0.0120468150892406	omit_NAA25_07	fixed_0.01
R-HSA-9692916	10	0.01	Up	0.00229685216818445	0.0122956488351179	omit_NAA25_07	fixed_0.01
R-HSA-112382	32	0.01	Up	0.00235308946090518	0.0124118205826734	omit_NAA25_07	fixed_0.01
R-HSA-75955	32	0.01	Up	0.00235308946090518	0.0124118205826734	omit_NAA25_07	fixed_0.01
R-HSA-72165	39	0.01	Up	0.00235635578574611	0.0124118205826734	omit_NAA25_07	fixed_0.01
R-HSA-164938	13	0.01	Down	0.00237254077485597	0.0124124093823147	omit_NAA25_07	fixed_0.01
R-HSA-212436	272	0.01	Up	0.00238167042970302	0.0124124093823147	omit_NAA25_07	fixed_0.01
R-HSA-210500	14	0.01	Down	0.00248211712626157	0.0128678177335139	omit_NAA25_07	fixed_0.01
R-HSA-373760	67	0.01	Down	0.00264098232157311	0.013619725585076	omit_NAA25_07	fixed_0.01
R-HSA-5693607	26	0.01	Up	0.00281552045495636	0.0144086690132354	omit_NAA25_07	fixed_0.01
R-HSA-9018519	43	0.01	Up	0.00282322144117202	0.0144086690132354	omit_NAA25_07	fixed_0.01
R-HSA-9764560	14	0.01	Up	0.00293509614120591	0.0148577770497702	omit_NAA25_07	fixed_0.01
R-HSA-429958	11	0.01	Up	0.00294138733472609	0.0148577770497702	omit_NAA25_07	fixed_0.01
R-HSA-9917777	25	0.01	Up	0.00318047070701917	0.0159834879919076	omit_NAA25_07	fixed_0.01
R-HSA-2500257	58	0.01	Up	0.00325441256246644	0.0162720628123322	omit_NAA25_07	fixed_0.01
R-HSA-5173105	21	0.01	Down	0.00331342173958822	0.0164257199036386	omit_NAA25_07	fixed_0.01
R-HSA-450604	12	0.01	Up	0.00331849569626811	0.0164257199036386	omit_NAA25_07	fixed_0.01
R-HSA-201722	12	0.01	Up	0.00340365866077771	0.016716220023719	omit_NAA25_07	fixed_0.01
R-HSA-456926	14	0.01	Down	0.00341112713174367	0.016716220023719	omit_NAA25_07	fixed_0.01
R-HSA-418346	22	0.01	Down	0.00346526735649705	0.0167495143324408	omit_NAA25_07	fixed_0.01
R-HSA-3000170	12	0.01	Down	0.00347064729926457	0.0167495143324408	omit_NAA25_07	fixed_0.01
R-HSA-5250913	26	0.01	Up	0.00349109612391702	0.0167495143324408	omit_NAA25_07	fixed_0.01
R-HSA-3371453	49	0.01	Up	0.0034996617882263	0.0167495143324408	omit_NAA25_07	fixed_0.01
R-HSA-6807505	32	0.01	Up	0.00350294411419573	0.0167495143324408	omit_NAA25_07	fixed_0.01
R-HSA-5685938	13	0.01	Up	0.00359310451465883	0.0170812765333256	omit_NAA25_07	fixed_0.01
R-HSA-425397	10	0.01	Down	0.00360701067911849	0.0170812765333256	omit_NAA25_07	fixed_0.01
R-HSA-9609690	46	0.01	Up	0.00364872781345897	0.0171961573983593	omit_NAA25_07	fixed_0.01
R-HSA-416993	15	0.01	Down	0.00385107137376937	0.0180633585864897	omit_NAA25_07	fixed_0.01
R-HSA-69278	202	0.01	Up	0.00389034071411577	0.0181610692104456	omit_NAA25_07	fixed_0.01
R-HSA-390918	11	0.01	Down	0.00392080370864309	0.0182081065851656	omit_NAA25_07	fixed_0.01
R-HSA-73886	39	0.01	Up	0.00393738751537084	0.0182081065851656	omit_NAA25_07	fixed_0.01
R-HSA-451326	11	0.01	Down	0.0042652946497436	0.0196323141588666	omit_NAA25_07	fixed_0.01
R-HSA-68882	122	0.01	Up	0.00436421224799593	0.0199016160383148	omit_NAA25_07	fixed_0.01
R-HSA-2555396	122	0.01	Up	0.00436421224799593	0.0199016160383148	omit_NAA25_07	fixed_0.01
R-HSA-73933	20	0.01	Up	0.00441327912835909	0.0200245458487896	omit_NAA25_07	fixed_0.01
R-HSA-450385	12	0.01	Up	0.00443182842135648	0.0200245458487896	omit_NAA25_07	fixed_0.01
R-HSA-389957	24	0.01	Up	0.00474589202594654	0.0212491009777778	omit_NAA25_07	fixed_0.01
R-HSA-8868766	16	0.01	Down	0.00474599209655952	0.0212491009777778	omit_NAA25_07	fixed_0.01
R-HSA-6781823	32	0.01	Up	0.00478610735054714	0.0213317454311716	omit_NAA25_07	fixed_0.01
R-HSA-72737	107	0.01	Up	0.00496254087272149	0.0218832233320903	omit_NAA25_07	fixed_0.01
R-HSA-72613	107	0.01	Up	0.00496254087272149	0.0218832233320903	omit_NAA25_07	fixed_0.01
R-HSA-68886	164	0.01	Up	0.00497648936689159	0.0218832233320903	omit_NAA25_07	fixed_0.01
R-HSA-399721	22	0.01	Down	0.0050406040604384	0.0219690044227072	omit_NAA25_07	fixed_0.01
R-HSA-399719	22	0.01	Down	0.0050406040604384	0.0219690044227072	omit_NAA25_07	fixed_0.01
R-HSA-450531	57	0.01	Up	0.00515132762328279	0.0223526771318659	omit_NAA25_07	fixed_0.01
R-HSA-9940951	11	0.01	Up	0.00523042827766266	0.0225963677784988	omit_NAA25_07	fixed_0.01
R-HSA-9833110	21	0.01	Up	0.005320632993633	0.0227888342588935	omit_NAA25_07	fixed_0.01
R-HSA-72695	49	0.01	Up	0.00532125063913248	0.0227888342588935	omit_NAA25_07	fixed_0.01
R-HSA-430039	11	0.01	Up	0.00541127002434825	0.0230740301904027	omit_NAA25_07	fixed_0.01
R-HSA-500792	19	0.01	Down	0.00550468162017174	0.0233711698097809	omit_NAA25_07	fixed_0.01
R-HSA-3371556	63	0.01	Up	0.00560029833060409	0.0236750809255152	omit_NAA25_07	fixed_0.01
R-HSA-9660821	15	0.01	Down	0.00573645602770373	0.0241470478089238	omit_NAA25_07	fixed_0.01
R-HSA-9675135	14	0.01	Up	0.00586213873192208	0.0245710921316734	omit_NAA25_07	fixed_0.01
R-HSA-176033	27	0.01	Up	0.0062509370670456	0.0260897161484742	omit_NAA25_07	fixed_0.01
R-HSA-3906995	10	0.01	Down	0.0066665581396336	0.0277070032385616	omit_NAA25_07	fixed_0.01
R-HSA-141444	40	0.01	Up	0.00708337736847457	0.0291929987780228	omit_NAA25_07	fixed_0.01
R-HSA-141424	40	0.01	Up	0.00708337736847457	0.0291929987780228	omit_NAA25_07	fixed_0.01
R-HSA-2122948	10	0.01	Down	0.00714313270339641	0.0293166071368561	omit_NAA25_07	fixed_0.01
R-HSA-5633007	50	0.01	Up	0.00720949811259389	0.0294662059788589	omit_NAA25_07	fixed_0.01
R-HSA-9764725	12	0.01	Up	0.00766346160035999	0.0311921887452669	omit_NAA25_07	fixed_0.01
R-HSA-5693606	58	0.01	Up	0.00788669741920447	0.0319687117609728	omit_NAA25_07	fixed_0.01
R-HSA-69620	113	0.01	Up	0.00795578720438629	0.0321165999849201	omit_NAA25_07	fixed_0.01
R-HSA-418594	49	0.01	Down	0.00802941543688812	0.0321911539312241	omit_NAA25_07	fixed_0.01
R-HSA-171319	10	0.01	Up	0.00803961813916866	0.0321911539312241	omit_NAA25_07	fixed_0.01
R-HSA-9856530	23	0.01	Down	0.00813023745044985	0.032304436941143	omit_NAA25_07	fixed_0.01
R-HSA-5668914	91	0.01	Down	0.00813350290497813	0.032304436941143	omit_NAA25_07	fixed_0.01
R-HSA-162906	135	0.01	Up	0.00820643328379408	0.0323375010334481	omit_NAA25_07	fixed_0.01
R-HSA-2980766	30	0.01	Up	0.00820748757194115	0.0323375010334481	omit_NAA25_07	fixed_0.01
R-HSA-72706	102	0.01	Up	0.00828338691402123	0.0325065183677726	omit_NAA25_07	fixed_0.01
R-HSA-9684482	50	0.01	Up	0.00838131469324651	0.0326412009861721	omit_NAA25_07	fixed_0.01
