gene	pooled_abundance	backbones	abundance_rank	backbone_rank
TPRKB	15.8348018658	4	0.129070108536	0.408917571135
TPST1	17.5345310783	2	0.588149017307	0.168817835142
TPT1	16.9855149063	7	0.410090935758	0.646377236726
TRA2A	16.6122439543	6	0.288941038428	0.580228806101
TRA2B	18.7251401948	5	0.8753300088	0.505426811382
TRAP1	17.7829332409	28	0.672044587856	0.976972719273
TRAPPC4	17.8413765127	4	0.688178351423	0.408917571135
TRAPPC5	17.7126717488	2	0.653564095043	0.168817835142
TRIM2	17.868092103	12	0.695805221473	0.838222352596
TRIM26	15.7355873205	3	0.117923144617	0.294074508654
TRIM28	18.2916748185	16	0.801408037548	0.905690818422
TRIM3	16.687053806	7	0.309181578175	0.646377236726
TRIM71	17.7444270969	10	0.66412437665	0.783660897624
TRIO	16.5398518419	19	0.273687298328	0.936931651511
TRIP12	15.8728053751	5	0.13435024934	0.505426811382
TRMT10C	18.0302474002	14	0.741273100616	0.879143443825
TRMT11	16.1884607187	3	0.195365209739	0.294074508654
TRMT112	15.2680604795	1	0.0642417131123	0.0513347022587
TRMT5	15.7590641834	4	0.120269873863	0.408917571135
TRMT6	16.6171920776	6	0.290407744207	0.580228806101
TRMT61A	16.1329062422	3	0.185098269287	0.294074508654
TRMT61B	16.2258468476	2	0.202992079789	0.168817835142
TRNT1	16.2074184827	5	0.199178644764	0.505426811382
TROVE2	17.2321142298	15	0.487239659724	0.894103842769
TRRAP	15.8316825167	6	0.128483426225	0.580228806101
TRUB1	16.9726397323	4	0.40305074802	0.408917571135
TSC1	16.016424398	3	0.163977706072	0.294074508654
TSC2	15.690121349	2	0.110296274567	0.168817835142
TSFM	18.2002084813	4	0.78322088589	0.408917571135
TSN	17.8029718482	12	0.678204752127	0.838222352596
TSNAX	17.0115785801	6	0.419477852743	0.580228806101
TSPAN3	17.4425512111	2	0.559108242886	0.168817835142
TSPAN7	15.8340702615	2	0.12877676738	0.168817835142
TSPYL4	13.3314258004	1	0.00762687004987	0.0513347022587
TSR1	14.7154248253	2	0.036080962159	0.168817835142
TSTA3	17.2777337257	2	0.500440011734	0.168817835142
TTC1	17.3729157943	3	0.530654150777	0.294074508654
TTC13	16.2341743731	4	0.205045467879	0.408917571135
TTC17	15.4929685192	7	0.0894690525081	0.646377236726
TTC19	16.4428141354	3	0.251980052801	0.294074508654
TTC37	15.6669313048	5	0.107949545321	0.505426811382
TTLL12	17.9476910631	3	0.718099149311	0.294074508654
TTYH3	18.3000516286	4	0.802581402171	0.408917571135
TUBA1A	20.8228940957	25	0.989733059548	0.968759166911
TUBA4A	18.6985623674	5	0.870343209152	0.505426811382
TUBAL3	18.7432337995	1	0.879143443825	0.0513347022587
TUBB	20.7393098318	4	0.987386330302	0.408917571135
TUBB1	21.8473958412	2	0.995306541508	0.168817835142
TUBB2A	23.3131941651	1	0.998826635377	0.0513347022587
TUBB2B	21.3896038863	6	0.993546494573	0.580228806101
TUBB3	20.7588919004	10	0.987679671458	0.783660897624
TUBB4A	18.4907260399	5	0.837782340862	0.505426811382
TUBB4B	20.8152798525	20	0.989439718392	0.944998533294
TUBB6	18.5887689844	1	0.857142857143	0.0513347022587
TUBG1	14.5482098782	4	0.031094162511	0.408917571135
TUBGCP2	15.9751459048	1	0.155177471399	0.0513347022587
TUBGCP6	11.9086506608	1	0.00205338809035	0.0513347022587
TUFM	18.8823804141	22	0.893517160458	0.956585508947
TUSC3	19.0631313856	7	0.913171017894	0.646377236726
TWF1	17.6811502471	3	0.640657084189	0.294074508654
TWF2	15.4544735649	4	0.0838955705485	0.408917571135
TXLNA	17.5717900175	5	0.602816075095	0.505426811382
TXN	18.917719175	4	0.899090642417	0.408917571135
TXN2	17.2889400933	1	0.507186858316	0.0513347022587
TXNDC11	18.971324637	1	0.904664124377	0.0513347022587
TXNDC12	18.2632402219	5	0.795541214432	0.505426811382
TXNDC17	18.6209202396	3	0.861836315635	0.294074508654
TXNDC5	19.5239729489	9	0.946611909651	0.747433264887
TXNL1	17.8646336256	7	0.695218539161	0.646377236726
TXNRD1	17.656248329	11	0.634496919918	0.812848342622
U2AF2	17.254061513	9	0.494279847463	0.747433264887
U2SURP	16.6456432005	7	0.298327955412	0.646377236726
UBA1	18.141264014	35	0.767673804635	0.990613083016
UBA2	17.2827392003	19	0.503960105603	0.936931651511
UBA3	17.4672461959	4	0.565855089469	0.408917571135
UBA6	17.0136552495	10	0.42035787621	0.783660897624
UBE2E2	19.1709958647	2	0.922851276034	0.168817835142
UBE2H	15.482472429	1	0.0877090055735	0.0513347022587
UBE2I	19.0926987053	5	0.915811088296	0.505426811382
UBE2J1	15.8957521203	1	0.138163684365	0.0513347022587
UBE2K	18.5675094084	2	0.853622763274	0.168817835142
UBE2L3	17.8607785585	6	0.693751833382	0.580228806101
UBE2M	17.6098392993	3	0.617776474039	0.294074508654
UBE2N	16.9852480858	9	0.408917571135	0.747433264887
UBE2O	17.8556643681	9	0.692578468759	0.747433264887
UBE2V1	18.5553335143	7	0.850982692872	0.646377236726
UBE2V2	17.4361576928	3	0.555881490173	0.294074508654
UBE3A	17.141107407	9	0.46259900264	0.747433264887
UBFD1	17.589966457	2	0.610149603989	0.168817835142
UBLCP1	17.3151876873	5	0.51452038721	0.505426811382
UBP1	16.6480623458	2	0.298914637724	0.168817835142
UBQLN1	20.0023346347	2	0.97301261367	0.168817835142
UBQLN2	19.2577204932	1	0.928718099149	0.0513347022587
UBQLN4	16.6814818726	2	0.307128190085	0.168817835142
UBR4	16.2726444489	34	0.212965679085	0.98958638897
UBR5	17.1112697376	5	0.453798767967	0.505426811382
UBR7	16.2829293314	1	0.215899090642	0.0513347022587
UBTD2	18.0646404177	1	0.750366676445	0.0513347022587
UBTF	17.2688289146	11	0.49721325902	0.812848342622
UBXN1	15.7096939676	3	0.114696391904	0.294074508654
UCHL1	17.8985160931	9	0.705485479613	0.747433264887
UCHL3	17.6641350514	4	0.636256966852	0.408917571135
UCHL5	16.3141007178	6	0.222059254913	0.580228806101
UFC1	16.695323088	2	0.313581695512	0.168817835142
UFD1	17.7054563874	5	0.650337342329	0.505426811382
UFL1	15.964606419	2	0.152830742153	0.168817835142
UGCG	15.4036933232	5	0.0774420651217	0.505426811382
UGDH	16.9668630791	6	0.401584042241	0.580228806101
UGGT1	17.3982072711	47	0.541214432385	0.996333235553
UGP2	16.6964020343	14	0.313875036668	0.879143443825
UMPS	15.204977443	2	0.0595482546201	0.168817835142
UNC13B	16.8289520512	9	0.352009386917	0.747433264887
UPF1	17.6373584863	26	0.626576708712	0.971252566735
UPF2	16.1994373623	5	0.198591962452	0.505426811382
UQCC1	17.0136620947	4	0.420651217366	0.408917571135
UQCC2	19.2141010715	4	0.924904664124	0.408917571135
UQCR10	18.9483290836	3	0.902024053975	0.294074508654
UQCR11	21.7281863966	1	0.995013200352	0.0513347022587
UQCRB	20.1337067977	7	0.97711938985	0.646377236726
UQCRC1	19.3788133724	13	0.936344969199	0.859782927545
UQCRC2	18.7932746363	17	0.884716925785	0.917131123497
UQCRFS1	18.2187017651	10	0.787914344383	0.783660897624
UQCRQ	21.1632275537	6	0.992079788794	0.580228806101
USF1	17.5098663424	2	0.578762100323	0.168817835142
USMG5	18.2017575528	3	0.783807568202	0.294074508654
USO1	17.900538634	10	0.706658844236	0.783660897624
USP10	15.7452690114	2	0.11909650924	0.168817835142
USP11	16.9853192433	9	0.409210912291	0.747433264887
USP14	16.7336154682	11	0.323848635964	0.812848342622
USP15	16.2331426083	10	0.204752126723	0.783660897624
USP19	14.6653593408	4	0.0349075975359	0.408917571135
USP24	16.4595808293	11	0.256673511294	0.812848342622
USP32	15.2300059759	2	0.0610149603989	0.168817835142
USP39	17.6434783839	12	0.628923437958	0.838222352596
USP47	16.4238345558	9	0.24581988853	0.747433264887
USP48	14.8607776178	3	0.0413611029627	0.294074508654
USP5	17.3962370981	27	0.540041067762	0.973452625403
USP7	16.86811144	28	0.366383103549	0.976972719273
USP9X	16.8114856285	25	0.346729246113	0.968759166911
UTP11	15.9584608835	2	0.151070695219	0.168817835142
UTP15	17.0554126278	9	0.436198298621	0.747433264887
UTP18	17.8850534636	4	0.700792021121	0.408917571135
UTP20	15.5794232327	10	0.0979759460252	0.783660897624
UTP3	15.8154730096	2	0.12672337929	0.168817835142
UTP4	16.954075496	5	0.396597242593	0.505426811382
UTP6	16.5065100288	3	0.265767087122	0.294074508654
VAC14	16.8828122473	5	0.371956585509	0.505426811382
VAMP2	17.9119778057	3	0.707538867703	0.294074508654
VAMP4	17.0786328713	1	0.442651804048	0.0513347022587
VANGL2	18.0536216741	7	0.74655324142	0.646377236726
VAPA	16.3536311821	4	0.230272807275	0.408917571135
VAPB	17.0163363473	4	0.420944558522	0.408917571135
VARS	17.1502752271	24	0.465239073042	0.966265767087
VARS2	16.2826526181	3	0.215605749487	0.294074508654
VAT1	19.4229217012	8	0.941625110003	0.702552068055
VAT1L	18.7957570635	11	0.885890290408	0.812848342622
VAV2	16.2159274833	4	0.200938691698	0.408917571135
VBP1	18.0748162897	8	0.75418011147	0.702552068055
VCL	17.3367862209	18	0.520973892637	0.92725139337
VCP	17.7403146093	44	0.662951012027	0.995013200352
VDAC1	18.7951060613	17	0.88501026694	0.917131123497
VDAC2	19.5352850162	12	0.947491933118	0.838222352596
VDAC3	19.3996857697	11	0.939865063068	0.812848342622
VEZF1	19.9271123651	1	0.969785860956	0.0513347022587
VGF	16.9388682541	14	0.390437078322	0.879143443825
VIM	18.590856338	18	0.857729539454	0.92725139337
VKORC1L1	18.0038031936	2	0.732766207099	0.168817835142
VMP1	17.4277400809	3	0.552068055148	0.294074508654
VPS11	16.1918193207	8	0.196831915518	0.702552068055
VPS13A	16.6865983365	3	0.30888823702	0.294074508654
VPS16	17.509620068	1	0.578468759167	0.0513347022587
VPS26A	16.6720865711	8	0.304194778527	0.702552068055
VPS26B	18.0362086667	7	0.742446465239	0.646377236726
VPS29	16.8573316006	9	0.363449691992	0.747433264887
VPS33B	15.6584236225	4	0.106776180698	0.408917571135
VPS35	17.7205671278	22	0.656204165444	0.956585508947
VPS36	17.3037966319	5	0.511293634497	0.505426811382
VPS39	16.5980030863	4	0.285127603403	0.408917571135
VPS41	15.2225427265	4	0.0604282780874	0.408917571135
VPS45	17.4767093437	7	0.567615136404	0.646377236726
VPS4A	17.0893568041	1	0.444705192138	0.0513347022587
VPS50	15.4629388201	2	0.0859489586389	0.168817835142
VPS51	15.3867933376	4	0.0745086535641	0.408917571135
VPS53	17.3690503625	4	0.530360809622	0.408917571135
VRK1	16.1231293251	3	0.182458198885	0.294074508654
VTA1	17.7261578111	6	0.657964212379	0.580228806101
VTI1B	16.590164529	5	0.283074215312	0.505426811382
VTN	18.15503545	2	0.770607216192	0.168817835142
VWA5A	15.442045488	5	0.0827222059255	0.505426811382
WARS	17.3218389333	9	0.516280434145	0.747433264887
WARS2	15.6754036773	4	0.108829568789	0.408917571135
WASF1	15.7412987212	2	0.118509826929	0.168817835142
WASHC4	15.8359252999	11	0.129363449692	0.812848342622
WASHC5	16.7569952009	15	0.333528894104	0.894103842769
WBP2	17.8979870068	2	0.705192138457	0.168817835142
WDFY1	16.0340673939	5	0.169257846876	0.505426811382
WDR1	17.7695517167	15	0.668817835142	0.894103842769
WDR12	16.95280336	8	0.396010560282	0.702552068055
WDR13	16.0199936219	4	0.164857729539	0.408917571135
WDR18	16.4657924509	5	0.257846875917	0.505426811382
WDR26	15.8442335712	8	0.131123496627	0.702552068055
WDR3	17.1373781588	3	0.461425638017	0.294074508654
WDR33	17.1162203175	5	0.455265473746	0.505426811382
WDR36	16.5053116	7	0.265180404811	0.646377236726
WDR37	16.8660179825	9	0.365209738926	0.747433264887
WDR43	15.1260377163	3	0.0554414784394	0.294074508654
WDR44	17.724213852	3	0.657670871223	0.294074508654
WDR47	17.281851801	4	0.503373423291	0.408917571135
WDR48	17.4936575864	8	0.572895277207	0.702552068055
WDR5	18.2251827069	7	0.789087709006	0.646377236726
WDR61	16.5479686545	9	0.274567321795	0.747433264887
WDR75	17.2389899222	4	0.489879730126	0.408917571135
WDR77	18.2227735748	4	0.78879436785	0.408917571135
WDR82	18.0889637492	5	0.758580228806	0.505426811382
WDR91	16.3027788013	1	0.220592549135	0.0513347022587
WRAP53	16.0817253819	2	0.177471399237	0.168817835142
WRB	17.9506043954	3	0.718979172778	0.294074508654
XAB2	16.1968180649	5	0.198005280141	0.505426811382
XPNPEP1	17.7911328782	14	0.674097975946	0.879143443825
XPO1	17.1747560523	25	0.471105896157	0.968759166911
XPO5	16.8128692388	10	0.347609269581	0.783660897624
XPOT	16.1894947454	6	0.195658550895	0.580228806101
XPR1	17.1915379436	7	0.475506013494	0.646377236726
XRCC4	17.8421813425	1	0.688471692578	0.0513347022587
XRCC5	18.1245894432	26	0.765620416544	0.971252566735
XRCC6	18.2329287244	32	0.791434438252	0.986506306835
XRN2	17.0402014272	11	0.429744793194	0.812848342622
XXYLT1	16.821937921	6	0.350542681138	0.580228806101
YARS	17.2124511141	14	0.480492813142	0.879143443825
YARS2	15.7050873185	8	0.113229686125	0.702552068055
YBEY	15.1967113384	1	0.0583748899971	0.0513347022587
YBX1	15.4824611956	5	0.0874156644177	0.505426811382
YIPF3	17.0202519151	2	0.422117923145	0.168817835142
YKT6	17.356274896	4	0.526547374597	0.408917571135
YLPM1	15.3957981358	3	0.0759753593429	0.294074508654
YME1L1	17.3098675779	4	0.513347022587	0.408917571135
YTHDC1	15.9398201347	4	0.146083895571	0.408917571135
YTHDF1	17.2748781714	3	0.499559988266	0.294074508654
YTHDF3	17.9313485151	6	0.712232326195	0.580228806101
YWHAB	18.8127252289	12	0.887063655031	0.838222352596
YWHAE	19.2508160786	15	0.927838075682	0.894103842769
YWHAG	18.347195918	9	0.809914931065	0.747433264887
YWHAH	17.5071875677	12	0.577002053388	0.838222352596
YWHAQ	19.1743328333	6	0.92314461719	0.580228806101
YWHAZ	18.179428131	10	0.777647403931	0.783660897624
YY1	13.69365449	5	0.0108536227633	0.505426811382
ZC2HC1A	17.03744596	3	0.428864769727	0.294074508654
ZC3H15	17.1746300241	1	0.470812555001	0.0513347022587
ZCCHC3	18.5150948739	6	0.841889117043	0.580228806101
ZCRB1	15.5696072948	2	0.0976826048695	0.168817835142
ZDHHC15	13.0513719038	2	0.00498679964799	0.168817835142
ZDHHC17	16.8912479008	7	0.375183338222	0.646377236726
ZDHHC21	15.9227879724	1	0.142270460546	0.0513347022587
ZFR	17.2785408291	4	0.501026694045	0.408917571135
ZFYVE1	17.0279626746	5	0.425638017014	0.505426811382
ZKSCAN1	16.8869719572	2	0.373716632444	0.168817835142
ZMAT2	17.5565311917	1	0.598122616603	0.0513347022587
ZMPSTE24	17.0943366	10	0.447051921385	0.783660897624
ZMYM2	17.1095433685	2	0.452625403344	0.168817835142
ZMYM3	14.1009780102	2	0.0187738339689	0.168817835142
ZMYND11	17.0985975451	1	0.448811968319	0.0513347022587
ZMYND8	17.156218039	4	0.466412437665	0.408917571135
ZNF207	19.1327176349	2	0.918451158698	0.168817835142
ZNF22	15.9535921228	2	0.149310648284	0.168817835142
ZNF257	15.6248091873	1	0.104136110296	0.0513347022587
ZNF326	15.4347914109	2	0.0812555001467	0.168817835142
ZNF512	16.8806199909	4	0.371663244353	0.408917571135
ZNF555	15.3520286722	1	0.0706952185392	0.0513347022587
ZNF627	16.9848035911	2	0.408330888824	0.168817835142
ZNF629	16.1802620927	2	0.193018480493	0.168817835142
ZNF638	17.461816284	2	0.563508360223	0.168817835142
ZNF697	16.0179029466	1	0.164271047228	0.0513347022587
ZNF768	18.6611639086	4	0.867116456439	0.408917571135
ZPR1	16.2393616203	4	0.205925491346	0.408917571135
ZW10	14.9418421163	1	0.0454678791434	0.0513347022587
ZYG11B	14.8551743453	4	0.0407744206512	0.408917571135
ZZEF1	15.330933696	3	0.0686418304488	0.294074508654
